id,name,address,info,img,score,weici,school_types,school_pici,school_leibie
488,兰州交通大学,甘肃兰州市,物理类本科批普通类最低分/最低位次：487/46881,https://static-data.gaokao.cn/upload/logo/488.jpg,487,46881,物理,本科批,普通
354,西安石油大学,陕西西安市,物理类本科批普通类最低分/最低位次：487/46881,https://static-data.gaokao.cn/upload/logo/354.jpg,487,46881,物理,本科批,普通
1158,湖北医药学院药护学院,湖北十堰市,物理类本科批普通类最低分/最低位次：486/47359,https://static-data.gaokao.cn/upload/logo/1158.jpg,486,47359,物理,本科批,普通
432,武汉纺织大学,湖北武汉市,物理类本科批普通类最低分/最低位次：486/47359,https://static-data.gaokao.cn/upload/logo/432.jpg,486,47359,物理,本科批,普通
335,安徽财经大学,安徽蚌埠市,物理类本科批普通类最低分/最低位次：486/47359,https://static-data.gaokao.cn/upload/logo/335.jpg,486,47359,物理,本科批,普通
70,安徽农业大学,安徽合肥市,物理类本科批普通类最低分/最低位次：486/47359,https://static-data.gaokao.cn/upload/logo/70.jpg,486,47359,物理,本科批,普通
3149,江苏第二师范学院,江苏南京市,物理类本科批普通类最低分/最低位次：486/47359,https://static-data.gaokao.cn/upload/logo/3149.jpg,486,47359,物理,本科批,普通
312,上海第二工业大学,上海市浦东新区,物理类本科批普通类最低分/最低位次：486/47359,https://static-data.gaokao.cn/upload/logo/312.jpg,486,47359,物理,本科批,普通
454,齐齐哈尔医学院,黑龙江齐齐哈尔市,物理类本科批普通类最低分/最低位次：486/47359,https://static-data.gaokao.cn/upload/logo/454.jpg,486,47359,物理,本科批,普通
423,中南民族大学,湖北武汉市,物理类本科批普通类最低分/最低位次：488/46426,https://static-data.gaokao.cn/upload/logo/423.jpg,488,46426,物理,本科批,普通
392,山东第一医科大学,山东济南市,物理类本科批普通类最低分/最低位次：488/46426,https://static-data.gaokao.cn/upload/logo/392.jpg,488,46426,物理,本科批,普通
1356,湖北第二师范学院,湖北武汉市,物理类本科批普通类最低分/最低位次：485/47855,https://static-data.gaokao.cn/upload/logo/1356.jpg,485,47855,物理,本科批,普通
477,闽江学院,福建福州市,物理类本科批普通类最低分/最低位次：485/47855,https://static-data.gaokao.cn/upload/logo/477.jpg,485,47855,物理,本科批,普通
1020,福建医科大学,福建福州市,物理类本科批普通类最低分/最低位次：485/47855,https://static-data.gaokao.cn/upload/logo/1020.jpg,485,47855,物理,本科批,普通
214,渤海大学,辽宁锦州市,物理类本科批普通类最低分/最低位次：485/47855,https://static-data.gaokao.cn/upload/logo/214.jpg,485,47855,物理,本科批,普通
220,大连交通大学,辽宁大连市,物理类本科批普通类最低分/最低位次：485/47855,https://static-data.gaokao.cn/upload/logo/220.jpg,485,47855,物理,本科批,普通
215,沈阳化工大学,辽宁沈阳市,物理类本科批普通类最低分/最低位次：485/47855,https://static-data.gaokao.cn/upload/logo/215.jpg,485,47855,物理,本科批,普通
358,西安工程大学,陕西西安市,物理类本科批普通类最低分/最低位次：485/47855,https://static-data.gaokao.cn/upload/logo/358.jpg,485,47855,物理,本科批,普通
362,大理大学,云南大理白族自治州,物理类本科批普通类最低分/最低位次：485/47855,https://static-data.gaokao.cn/upload/logo/362.jpg,485,47855,物理,本科批,普通
535,山东财经大学,山东济南市,物理类本科批普通类最低分/最低位次：484/48349,https://static-data.gaokao.cn/upload/logo/535.jpg,484,48349,物理,本科批,普通
496,临沂大学,山东临沂市,物理类本科批普通类最低分/最低位次：484/48349,https://static-data.gaokao.cn/upload/logo/496.jpg,484,48349,物理,本科批,普通
2889,南昌师范学院,江西南昌市,物理类本科批普通类最低分/最低位次：484/48349,https://static-data.gaokao.cn/upload/logo/2889.jpg,484,48349,物理,本科批,普通
441,黑龙江中医药大学,黑龙江哈尔滨市,物理类本科批普通类最低分/最低位次：484/48349,https://static-data.gaokao.cn/upload/logo/441.jpg,484,48349,物理,本科批,普通
597,华北理工大学,河北唐山市,物理类本科批普通类最低分/最低位次：484/48349,https://static-data.gaokao.cn/upload/logo/597.jpg,484,48349,物理,本科批,普通
80,天津工业大学,天津市西青区,物理类本科批普通类双一流最低分/最低位次：484/48349,https://static-data.gaokao.cn/upload/logo/80.jpg,484,48349,物理,本科批,普通
265,四川师范大学,四川成都市,物理类本科批普通类最低分/最低位次：483/48819,https://static-data.gaokao.cn/upload/logo/265.jpg,483,48819,物理,本科批,普通
2478,湖南中医药大学湘杏学院,湖南岳阳市,物理类本科批普通类最低分/最低位次：483/48819,https://static-data.gaokao.cn/upload/logo/2478.jpg,483,48819,物理,本科批,普通
460,河南科技大学,河南洛阳市,物理类本科批普通类最低分/最低位次：483/48819,https://static-data.gaokao.cn/upload/logo/460.jpg,483,48819,物理,本科批,普通
919,山西中医药大学,山西晋中市,物理类本科批普通类最低分/最低位次：483/48819,https://static-data.gaokao.cn/upload/logo/919.jpg,483,48819,物理,本科批,普通
2266,贵州警察学院,贵州贵阳市,物理类本科批普通类最低分/最低位次：486/47359,https://static-data.gaokao.cn/upload/logo/2266.jpg,486,47359,物理,本科批,普通
245,湖南农业大学,湖南长沙市,物理类本科批普通类最低分/最低位次：485/47855,https://static-data.gaokao.cn/upload/logo/245.jpg,485,47855,物理,本科批,普通
512,海南医学院,海南海口市,物理类本科批普通类最低分/最低位次：482/49313,https://static-data.gaokao.cn/upload/logo/512.jpg,482,49313,物理,本科批,普通
291,东莞理工学院,广东东莞市,物理类本科批普通类最低分/最低位次：482/49313,https://static-data.gaokao.cn/upload/logo/291.jpg,482,49313,物理,本科批,普通
458,郑州轻工业大学,河南郑州市,物理类本科批普通类最低分/最低位次：482/49313,https://static-data.gaokao.cn/upload/logo/458.jpg,482,49313,物理,本科批,普通
465,华侨大学,福建泉州市,物理类本科批普通类最低分/最低位次：482/49313,https://static-data.gaokao.cn/upload/logo/465.jpg,482,49313,物理,本科批,普通
1048,金陵科技学院,江苏南京市,物理类本科批普通类最低分/最低位次：482/49313,https://static-data.gaokao.cn/upload/logo/1048.jpg,482,49313,物理,本科批,普通
2346,辽宁何氏医学院,辽宁沈阳市,物理类本科批普通类最低分/最低位次：482/49313,https://static-data.gaokao.cn/upload/logo/2346.jpg,482,49313,物理,本科批,普通
345,云南民族大学,云南昆明市,物理类本科批普通类最低分/最低位次：482/49313,https://static-data.gaokao.cn/upload/logo/345.jpg,482,49313,物理,本科批,普通
1029,长沙学院,湖南长沙市,物理类本科批普通类最低分/最低位次：481/49850,https://static-data.gaokao.cn/upload/logo/1029.jpg,481,49850,物理,本科批,普通
554,烟台大学,山东烟台市,物理类本科批普通类最低分/最低位次：481/49850,https://static-data.gaokao.cn/upload/logo/554.jpg,481,49850,物理,本科批,普通
468,福建农林大学,福建福州市,物理类本科批普通类最低分/最低位次：481/49850,https://static-data.gaokao.cn/upload/logo/468.jpg,481,49850,物理,本科批,普通
253,湖州师范学院,浙江湖州市,物理类本科批普通类最低分/最低位次：481/49850,https://static-data.gaokao.cn/upload/logo/253.jpg,481,49850,物理,本科批,普通
370,青海师范大学,青海西宁市,物理类本科批普通类最低分/最低位次：481/49850,https://static-data.gaokao.cn/upload/logo/370.jpg,481,49850,物理,本科批,普通
878,安阳师范学院,河南安阳市,物理类本科批普通类最低分/最低位次：480/50358,https://static-data.gaokao.cn/upload/logo/878.jpg,480,50358,物理,本科批,普通
540,山东理工大学,山东淄博市,物理类本科批普通类最低分/最低位次：480/50358,https://static-data.gaokao.cn/upload/logo/540.jpg,480,50358,物理,本科批,普通
172,江西农业大学,江西南昌市,物理类本科批普通类最低分/最低位次：480/50358,https://static-data.gaokao.cn/upload/logo/172.jpg,480,50358,物理,本科批,普通
2393,温州理工学院,浙江温州市,物理类本科批普通类最低分/最低位次：480/50358,https://static-data.gaokao.cn/upload/logo/2393.jpg,480,50358,物理,本科批,普通
320,上海立信会计金融学院,上海市黄浦区,物理类本科批普通类最低分/最低位次：480/50358,https://static-data.gaokao.cn/upload/logo/320.jpg,480,50358,物理,本科批,普通
308,上海工程技术大学,上海市松江区,物理类本科批普通类最低分/最低位次：480/50358,https://static-data.gaokao.cn/upload/logo/308.jpg,480,50358,物理,本科批,普通
2274,贵阳康养职业大学,贵州贵阳市,物理类本科批普通类最低分/最低位次：483/48819,https://static-data.gaokao.cn/upload/logo/2274.jpg,483,48819,物理,本科批,普通
210,西华大学,四川成都市,物理类本科批普通类最低分/最低位次：480/50358,https://static-data.gaokao.cn/upload/logo/210.jpg,480,50358,物理,本科批,普通
533,桂林理工大学,广西桂林市,物理类本科批普通类最低分/最低位次：479/50863,https://static-data.gaokao.cn/upload/logo/533.jpg,479,50863,物理,本科批,普通
1985,湖南财政经济学院,湖南长沙市,物理类本科批普通类最低分/最低位次：479/50863,https://static-data.gaokao.cn/upload/logo/1985.jpg,479,50863,物理,本科批,普通
873,河南中医药大学,河南郑州市,物理类本科批普通类最低分/最低位次：479/50863,https://static-data.gaokao.cn/upload/logo/873.jpg,479,50863,物理,本科批,普通
175,江西财经大学,江西南昌市,物理类本科批普通类最低分/最低位次：479/50863,https://static-data.gaokao.cn/upload/logo/175.jpg,479,50863,物理,本科批,普通
177,南昌航空大学,江西南昌市,物理类本科批普通类最低分/最低位次：479/50863,https://static-data.gaokao.cn/upload/logo/177.jpg,479,50863,物理,本科批,普通
476,闽南师范大学,福建漳州市,物理类本科批普通类最低分/最低位次：479/50863,https://static-data.gaokao.cn/upload/logo/476.jpg,479,50863,物理,本科批,普通
146,南京工程学院,江苏南京市,物理类本科批普通类最低分/最低位次：479/50863,https://static-data.gaokao.cn/upload/logo/146.jpg,479,50863,物理,本科批,普通
384,吉林农业大学,吉林长春市,物理类本科批普通类最低分/最低位次：479/50863,https://static-data.gaokao.cn/upload/logo/384.jpg,479,50863,物理,本科批,普通
272,山西师范大学,山西太原市,物理类本科批普通类最低分/最低位次：479/50863,https://static-data.gaokao.cn/upload/logo/272.jpg,479,50863,物理,本科批,普通
598,河北农业大学,河北保定市,物理类本科批普通类最低分/最低位次：479/50863,https://static-data.gaokao.cn/upload/logo/598.jpg,479,50863,物理,本科批,普通
590,北京印刷学院,北京市大兴区,物理类本科批普通类最低分/最低位次：479/50863,https://static-data.gaokao.cn/upload/logo/590.jpg,479,50863,物理,本科批,普通
1043,西安文理学院,陕西西安市,物理类本科批普通类最低分/最低位次：479/50863,https://static-data.gaokao.cn/upload/logo/1043.jpg,479,50863,物理,本科批,普通
336,延安大学,陕西延安市,物理类本科批普通类最低分/最低位次：479/50863,https://static-data.gaokao.cn/upload/logo/336.jpg,479,50863,物理,本科批,普通
2571,遵义医科大学医学与科技学院,贵州遵义市,物理类本科批普通类最低分/最低位次：478/51380,https://static-data.gaokao.cn/upload/logo/2571.jpg,478,51380,物理,本科批,普通
231,西南民族大学,四川成都市,物理类本科批普通类最低分/最低位次：478/51380,https://static-data.gaokao.cn/upload/logo/231.jpg,478,51380,物理,本科批,普通
1082,绵阳师范学院,四川绵阳市,物理类本科批普通类最低分/最低位次：478/51380,https://static-data.gaokao.cn/upload/logo/1082.jpg,478,51380,物理,本科批,普通
306,佛山科学技术学院,广东佛山市,物理类本科批普通类最低分/最低位次：478/51380,https://static-data.gaokao.cn/upload/logo/306.jpg,478,51380,物理,本科批,普通
388,湖南科技大学,湖南湘潭市,物理类本科批普通类最低分/最低位次：478/51380,https://static-data.gaokao.cn/upload/logo/388.jpg,478,51380,物理,本科批,普通
3194,上海健康医学院,上海市浦东新区,物理类本科批普通类最低分/最低位次：480/50358,https://static-data.gaokao.cn/upload/logo/3194.jpg,480,50358,物理,本科批,普通
542,大连海洋大学,辽宁大连市,物理类本科批普通类最低分/最低位次：480/50358,https://static-data.gaokao.cn/upload/logo/542.jpg,480,50358,物理,本科批,普通
185,江西中医药大学,江西南昌市,物理类本科批普通类最低分/最低位次：478/51380,https://static-data.gaokao.cn/upload/logo/185.jpg,478,51380,物理,本科批,普通
218,大连大学,辽宁大连市,物理类本科批普通类最低分/最低位次：478/51380,https://static-data.gaokao.cn/upload/logo/218.jpg,478,51380,物理,本科批,普通
2869,成都师范学院,四川成都市,物理类本科批普通类最低分/最低位次：477/51853,https://static-data.gaokao.cn/upload/logo/2869.jpg,477,51853,物理,本科批,普通
402,湖南中医药大学,湖南长沙市,物理类本科批普通类最低分/最低位次：477/51853,https://static-data.gaokao.cn/upload/logo/402.jpg,477,51853,物理,本科批,普通
1862,厦门医学院,福建厦门市,物理类本科批普通类最低分/最低位次：477/51853,https://static-data.gaokao.cn/upload/logo/1862.jpg,477,51853,物理,本科批,普通
1189,宁波工程学院,浙江宁波市,物理类本科批普通类最低分/最低位次：477/51853,https://static-data.gaokao.cn/upload/logo/1189.jpg,477,51853,物理,本科批,普通
1010,上海商学院,上海市徐汇区,物理类本科批普通类最低分/最低位次：477/51853,https://static-data.gaokao.cn/upload/logo/1010.jpg,477,51853,物理,本科批,普通
374,北华大学,吉林吉林市,物理类本科批普通类最低分/最低位次：477/51853,https://static-data.gaokao.cn/upload/logo/374.jpg,477,51853,物理,本科批,普通
205,辽宁中医药大学,辽宁沈阳市,物理类本科批普通类最低分/最低位次：477/51853,https://static-data.gaokao.cn/upload/logo/205.jpg,477,51853,物理,本科批,普通
223,辽宁石油化工大学,辽宁抚顺市,物理类本科批普通类最低分/最低位次：477/51853,https://static-data.gaokao.cn/upload/logo/223.jpg,477,51853,物理,本科批,普通
282,太原师范学院,山西晋中市,物理类本科批普通类最低分/最低位次：477/51853,https://static-data.gaokao.cn/upload/logo/282.jpg,477,51853,物理,本科批,普通
568,中华女子学院,北京市朝阳区,物理类本科批普通类最低分/最低位次：477/51853,https://static-data.gaokao.cn/upload/logo/568.jpg,477,51853,物理,本科批,普通
516,贵州民族大学,贵州贵阳市,物理类本科批普通类最低分/最低位次：476/52357,https://static-data.gaokao.cn/upload/logo/516.jpg,476,52357,物理,本科批,普通
1073,重庆工商大学,重庆市南岸区,物理类本科批普通类最低分/最低位次：476/52357,https://static-data.gaokao.cn/upload/logo/1073.jpg,476,52357,物理,本科批,普通
398,湖南工业大学,湖南株洲市,物理类本科批普通类最低分/最低位次：476/52357,https://static-data.gaokao.cn/upload/logo/398.jpg,476,52357,物理,本科批,普通
183,景德镇陶瓷大学,江西景德镇市,物理类本科批普通类最低分/最低位次：476/52357,https://static-data.gaokao.cn/upload/logo/183.jpg,476,52357,物理,本科批,普通
381,长春工业大学,吉林长春市,物理类本科批普通类最低分/最低位次：476/52357,https://static-data.gaokao.cn/upload/logo/381.jpg,476,52357,物理,本科批,普通
519,内蒙古师范大学,内蒙古呼和浩特市,物理类本科批普通类最低分/最低位次：476/52357,https://static-data.gaokao.cn/upload/logo/519.jpg,476,52357,物理,本科批,普通
64,滨州医学院,山东烟台市,物理类本科批普通类最低分/最低位次：478/51380,https://static-data.gaokao.cn/upload/logo/64.jpg,478,51380,物理,本科批,普通
511,山东农业大学,山东泰安市,物理类本科批普通类最低分/最低位次：478/51380,https://static-data.gaokao.cn/upload/logo/511.jpg,478,51380,物理,本科批,普通
1256,北部湾大学,广西钦州市,物理类本科批普通类最低分/最低位次：475/52878,https://static-data.gaokao.cn/upload/logo/1256.jpg,475,52878,物理,本科批,普通
71,济南大学,山东济南市,物理类本科批普通类最低分/最低位次：475/52878,https://static-data.gaokao.cn/upload/logo/71.jpg,475,52878,物理,本科批,普通
165,江西理工大学,江西赣州市,物理类本科批普通类最低分/最低位次：475/52878,https://static-data.gaokao.cn/upload/logo/165.jpg,475,52878,物理,本科批,普通
68,安徽理工大学,安徽淮南市,物理类本科批普通类最低分/最低位次：475/52878,https://static-data.gaokao.cn/upload/logo/68.jpg,475,52878,物理,本科批,普通
244,嘉兴学院,浙江嘉兴市,物理类本科批普通类最低分/最低位次：475/52878,https://static-data.gaokao.cn/upload/logo/244.jpg,475,52878,物理,本科批,普通
3483,江苏海洋大学,江苏连云港市,物理类本科批普通类最低分/最低位次：475/52878,https://static-data.gaokao.cn/upload/logo/3483.jpg,475,52878,物理,本科批,普通
278,太原科技大学,山西太原市,物理类本科批普通类最低分/最低位次：475/52878,https://static-data.gaokao.cn/upload/logo/278.jpg,475,52878,物理,本科批,普通
55,河北科技大学,河北石家庄市,物理类本科批普通类最低分/最低位次：475/52878,https://static-data.gaokao.cn/upload/logo/55.jpg,475,52878,物理,本科批,普通
366,咸阳师范学院,陕西咸阳市,物理类本科批普通类最低分/最低位次：475/52878,https://static-data.gaokao.cn/upload/logo/366.jpg,475,52878,物理,本科批,普通
350,玉溪师范学院,云南玉溪市,物理类本科批普通类最低分/最低位次：475/52878,https://static-data.gaokao.cn/upload/logo/350.jpg,475,52878,物理,本科批,普通
1147,郑州师范学院,河南郑州市,物理类本科批普通类最低分/最低位次：474/53344,https://static-data.gaokao.cn/upload/logo/1147.jpg,474,53344,物理,本科批,普通
555,鲁东大学,山东烟台市,物理类本科批普通类最低分/最低位次：474/53344,https://static-data.gaokao.cn/upload/logo/555.jpg,474,53344,物理,本科批,普通
1140,南京特殊教育师范学院,江苏南京市,物理类本科批普通类最低分/最低位次：474/53344,https://static-data.gaokao.cn/upload/logo/1140.jpg,474,53344,物理,本科批,普通
1047,吉林医药学院,吉林吉林市,物理类本科批普通类最低分/最低位次：474/53344,https://static-data.gaokao.cn/upload/logo/1047.jpg,474,53344,物理,本科批,普通
602,河北工程大学,河北邯郸市,物理类本科批普通类最低分/最低位次：474/53344,https://static-data.gaokao.cn/upload/logo/602.jpg,474,53344,物理,本科批,普通
495,西北师范大学,甘肃兰州市,物理类本科批普通类最低分/最低位次：474/53344,https://static-data.gaokao.cn/upload/logo/495.jpg,474,53344,物理,本科批,普通
492,甘肃农业大学,甘肃兰州市,物理类本科批普通类最低分/最低位次：474/53344,https://static-data.gaokao.cn/upload/logo/492.jpg,474,53344,物理,本科批,普通
463,河南理工大学,河南焦作市,物理类本科批普通类最低分/最低位次：473/53840,https://static-data.gaokao.cn/upload/logo/463.jpg,473,53840,物理,本科批,普通
275,山西财经大学,山西太原市,物理类本科批普通类最低分/最低位次：476/52357,https://static-data.gaokao.cn/upload/logo/275.jpg,476,52357,物理,本科批,普通
2548,海南师范大学,海南海口市,物理类本科批普通类最低分/最低位次：473/53840,https://static-data.gaokao.cn/upload/logo/2548.jpg,473,53840,物理,本科批,普通
208,大连民族大学,辽宁大连市,物理类本科批普通类最低分/最低位次：473/53840,https://static-data.gaokao.cn/upload/logo/208.jpg,473,53840,物理,本科批,普通
269,山西农业大学,山西晋中市,物理类本科批普通类最低分/最低位次：473/53840,https://static-data.gaokao.cn/upload/logo/269.jpg,473,53840,物理,本科批,普通
606,河北地质大学,河北石家庄市,物理类本科批普通类最低分/最低位次：473/53840,https://static-data.gaokao.cn/upload/logo/606.jpg,473,53840,物理,本科批,普通
858,天津中德应用技术大学,天津市津南区,物理类本科批普通类最低分/最低位次：473/53840,https://static-data.gaokao.cn/upload/logo/858.jpg,473,53840,物理,本科批,普通
579,中国劳动关系学院,北京市海淀区,物理类本科批普通类最低分/最低位次：473/53840,https://static-data.gaokao.cn/upload/logo/579.jpg,473,53840,物理,本科批,普通
343,云南农业大学,云南昆明市,物理类本科批普通类最低分/最低位次：473/53840,https://static-data.gaokao.cn/upload/logo/343.jpg,473,53840,物理,本科批,普通
428,长江大学,湖北荆州市,物理类本科批普通类最低分/最低位次：472/54392,https://static-data.gaokao.cn/upload/logo/428.jpg,472,54392,物理,本科批,普通
1026,湖北理工学院,湖北黄石市,物理类本科批普通类最低分/最低位次：472/54392,https://static-data.gaokao.cn/upload/logo/1026.jpg,472,54392,物理,本科批,普通
197,井冈山大学,江西吉安市,物理类本科批普通类最低分/最低位次：472/54392,https://static-data.gaokao.cn/upload/logo/197.jpg,472,54392,物理,本科批,普通
69,安徽工业大学,安徽马鞍山市,物理类本科批普通类最低分/最低位次：472/54392,https://static-data.gaokao.cn/upload/logo/69.jpg,472,54392,物理,本科批,普通
2380,浙大宁波理工学院,浙江宁波市,物理类本科批普通类最低分/最低位次：472/54392,https://static-data.gaokao.cn/upload/logo/2380.jpg,472,54392,物理,本科批,普通
1065,南京工业职业技术大学,江苏南京市,物理类本科批普通类最低分/最低位次：472/54392,https://static-data.gaokao.cn/upload/logo/1065.jpg,472,54392,物理,本科批,普通
54,河北大学,河北保定市,物理类本科批普通类最低分/最低位次：472/54392,https://static-data.gaokao.cn/upload/logo/54.jpg,472,54392,物理,本科批,普通
500,兰州财经大学,甘肃兰州市,物理类本科批普通类最低分/最低位次：472/54392,https://static-data.gaokao.cn/upload/logo/500.jpg,472,54392,物理,本科批,普通
470,西藏民族大学,陕西咸阳市,物理类本科批普通类最低分/最低位次：472/54392,https://static-data.gaokao.cn/upload/logo/470.jpg,472,54392,物理,本科批,普通
784,四川民族学院,四川甘孜藏族自治州,物理类本科批普通类最低分/最低位次：471/54879,https://static-data.gaokao.cn/upload/logo/784.jpg,471,54879,物理,本科批,普通
187,重庆理工大学,重庆市巴南区,物理类本科批普通类最低分/最低位次：471/54879,https://static-data.gaokao.cn/upload/logo/187.jpg,471,54879,物理,本科批,普通
537,山东科技大学,山东青岛市,物理类本科批普通类最低分/最低位次：471/54879,https://static-data.gaokao.cn/upload/logo/537.jpg,471,54879,物理,本科批,普通
491,青岛农业大学,山东青岛市,物理类本科批普通类最低分/最低位次：473/53840,https://static-data.gaokao.cn/upload/logo/491.jpg,473,53840,物理,本科批,普通
190,苏州城市学院,江西南昌市,物理类本科批普通类最低分/最低位次：471/54879,https://static-data.gaokao.cn/upload/logo/190.jpg,471,54879,物理,本科批,普通
338,合肥学院,安徽合肥市,物理类本科批普通类最低分/最低位次：471/54879,https://static-data.gaokao.cn/upload/logo/338.jpg,471,54879,物理,本科批,普通
226,沈阳药科大学,辽宁沈阳市,物理类本科批普通类最低分/最低位次：471/54879,https://static-data.gaokao.cn/upload/logo/226.jpg,471,54879,物理,本科批,普通
650,保定学院,河北保定市,物理类本科批普通类最低分/最低位次：471/54879,https://static-data.gaokao.cn/upload/logo/650.jpg,471,54879,物理,本科批,普通
199,石河子大学,新疆自治区直辖县级行政区划,物理类本科批普通类双一流最低分/最低位次：471/54879,https://static-data.gaokao.cn/upload/logo/199.jpg,471,54879,物理,本科批,普通
544,宁夏大学,宁夏银川市,物理类本科批普通类双一流最低分/最低位次：471/54879,https://static-data.gaokao.cn/upload/logo/544.jpg,471,54879,物理,本科批,普通
785,阿坝师范学院,四川阿坝藏族羌族自治州,物理类本科批普通类最低分/最低位次：470/55409,https://static-data.gaokao.cn/upload/logo/785.jpg,470,55409,物理,本科批,普通
536,广西科技大学,广西柳州市,物理类本科批普通类最低分/最低位次：470/55409,https://static-data.gaokao.cn/upload/logo/536.jpg,470,55409,物理,本科批,普通
490,河南财经政法大学,河南郑州市,物理类本科批普通类最低分/最低位次：470/55409,https://static-data.gaokao.cn/upload/logo/490.jpg,470,55409,物理,本科批,普通
281,山西大同大学,山西大同市,物理类本科批普通类最低分/最低位次：470/55409,https://static-data.gaokao.cn/upload/logo/281.jpg,470,55409,物理,本科批,普通
608,唐山学院,河北唐山市,物理类本科批普通类最低分/最低位次：470/55409,https://static-data.gaokao.cn/upload/logo/608.jpg,470,55409,物理,本科批,普通
653,防灾科技学院,河北廊坊市,物理类本科批普通类最低分/最低位次：470/55409,https://static-data.gaokao.cn/upload/logo/653.jpg,470,55409,物理,本科批,普通
91,天津城建大学,天津市西青区,物理类本科批普通类最低分/最低位次：470/55409,https://static-data.gaokao.cn/upload/logo/91.jpg,470,55409,物理,本科批,普通
1102,西安航空学院,陕西西安市,物理类本科批普通类最低分/最低位次：470/55409,https://static-data.gaokao.cn/upload/logo/1102.jpg,470,55409,物理,本科批,普通
967,广州航海学院,广东广州市,物理类本科批普通类最低分/最低位次：469/55933,https://static-data.gaokao.cn/upload/logo/967.jpg,469,55933,物理,本科批,普通
547,齐鲁工业大学,山东济南市,物理类本科批普通类最低分/最低位次：469/55933,https://static-data.gaokao.cn/upload/logo/547.jpg,469,55933,物理,本科批,普通
154,盐城工学院,江苏盐城市,物理类本科批普通类最低分/最低位次：469/55933,https://static-data.gaokao.cn/upload/logo/154.jpg,469,55933,物理,本科批,普通
395,吉林建筑大学,吉林长春市,物理类本科批普通类最低分/最低位次：469/55933,https://static-data.gaokao.cn/upload/logo/395.jpg,469,55933,物理,本科批,普通
599,燕山大学,河北秦皇岛市,物理类本科批普通类最低分/最低位次：469/55933,https://static-data.gaokao.cn/upload/logo/599.jpg,469,55933,物理,本科批,普通
494,聊城大学,山东聊城市,物理类本科批普通类最低分/最低位次：471/54879,https://static-data.gaokao.cn/upload/logo/494.jpg,471,54879,物理,本科批,普通
346,西南林业大学,云南昆明市,物理类本科批普通类最低分/最低位次：469/55933,https://static-data.gaokao.cn/upload/logo/346.jpg,469,55933,物理,本科批,普通
1990,长沙师范学院,湖南长沙市,物理类本科批普通类最低分/最低位次：468/56474,https://static-data.gaokao.cn/upload/logo/1990.jpg,468,56474,物理,本科批,普通
409,湖南科技学院,湖南永州市,物理类本科批普通类最低分/最低位次：468/56474,https://static-data.gaokao.cn/upload/logo/409.jpg,468,56474,物理,本科批,普通
474,福建理工大学,福建福州市,物理类本科批普通类最低分/最低位次：468/56474,https://static-data.gaokao.cn/upload/logo/474.jpg,468,56474,物理,本科批,普通
1023,阜阳师范大学,安徽阜阳市,物理类本科批普通类最低分/最低位次：468/56474,https://static-data.gaokao.cn/upload/logo/1023.jpg,468,56474,物理,本科批,普通
2397,嘉兴南湖学院,浙江嘉兴市,物理类本科批普通类最低分/最低位次：468/56474,https://static-data.gaokao.cn/upload/logo/2397.jpg,468,56474,物理,本科批,普通
786,辽宁工程技术大学,辽宁阜新市,物理类本科批普通类最低分/最低位次：468/56474,https://static-data.gaokao.cn/upload/logo/786.jpg,468,56474,物理,本科批,普通
84,天津财经大学,天津市河西区,物理类本科批普通类最低分/最低位次：468/56474,https://static-data.gaokao.cn/upload/logo/84.jpg,468,56474,物理,本科批,普通
592,北京语言大学,北京市海淀区,物理类本科批普通类最低分/最低位次：468/56474,https://static-data.gaokao.cn/upload/logo/592.jpg,468,56474,物理,本科批,普通
424,齐齐哈尔大学,黑龙江齐齐哈尔市,物理类本科批普通类最低分/最低位次：467/57006,https://static-data.gaokao.cn/upload/logo/424.jpg,467,57006,物理,本科批,普通
85,天津商业大学,天津市北辰区,物理类本科批普通类最低分/最低位次：467/57006,https://static-data.gaokao.cn/upload/logo/85.jpg,467,57006,物理,本科批,普通
2491,成都大学,四川成都市,物理类本科批普通类最低分/最低位次：466/57512,https://static-data.gaokao.cn/upload/logo/2491.jpg,466,57512,物理,本科批,普通
1521,琼台师范学院,海南海口市,物理类本科批普通类最低分/最低位次：466/57512,https://static-data.gaokao.cn/upload/logo/1521.jpg,466,57512,物理,本科批,普通
401,中南林业科技大学,湖南长沙市,物理类本科批普通类最低分/最低位次：466/57512,https://static-data.gaokao.cn/upload/logo/401.jpg,466,57512,物理,本科批,普通
150,江苏理工学院,江苏常州市,物理类本科批普通类最低分/最低位次：466/57512,https://static-data.gaokao.cn/upload/logo/150.jpg,466,57512,物理,本科批,普通
1049,徐州工程学院,江苏徐州市,物理类本科批普通类最低分/最低位次：466/57512,https://static-data.gaokao.cn/upload/logo/1049.jpg,466,57512,物理,本科批,普通
222,辽宁科技大学,辽宁鞍山市,物理类本科批普通类最低分/最低位次：466/57512,https://static-data.gaokao.cn/upload/logo/222.jpg,466,57512,物理,本科批,普通
603,河北建筑工程学院,河北张家口市,物理类本科批普通类最低分/最低位次：466/57512,https://static-data.gaokao.cn/upload/logo/603.jpg,466,57512,物理,本科批,普通
2358,甘肃民族师范学院,甘肃甘南藏族自治州,物理类本科批普通类最低分/最低位次：466/57512,https://static-data.gaokao.cn/upload/logo/2358.jpg,466,57512,物理,本科批,普通
