chinese,math,english,total,school,ifpass
131,136,75,170,635,0
97,36,72,65,596,0
112,124,93,121,342,0
146,99,131,68,578,0
112,90,95,203,500,0
101,98,140,65,463,0
141,101,58,272,381,0
94,38,81,205,596,0
83,31,89,51,368,0
98,92,141,270,315,0
98,150,142,198,420,0
60,77,101,71,700,0
94,146,54,288,359,0
116,61,142,153,488,0
115,54,108,278,598,0
139,143,122,137,531,1
88,107,119,254,320,0
119,116,46,158,312,0
97,67,71,67,656,0
119,139,132,175,378,0
115,66,57,66,677,0
85,144,129,162,457,0
70,93,55,219,489,0
73,87,97,42,423,0
99,150,66,276,493,0
69,75,80,92,441,0
145,41,79,69,508,0
79,42,50,222,682,0
69,47,65,37,649,0
74,110,76,153,466,0
82,43,65,233,645,0
135,31,57,175,308,0
66,53,75,31,535,0
135,124,129,284,632,1
112,53,139,245,308,0
79,101,63,122,431,0
74,31,62,94,490,0
65,128,66,265,700,0
74,113,44,201,603,0
117,85,109,85,667,0
86,39,67,243,667,0
74,94,146,110,300,0
142,69,123,227,380,0
90,92,145,211,401,0
117,81,78,274,388,0
69,96,137,37,485,0
117,66,82,283,547,1
136,68,51,232,650,0
149,116,82,223,420,0
109,30,59,92,575,0
100,61,80,31,398,0
104,134,121,193,378,0
60,133,127,171,437,0
71,95,76,34,431,0
84,148,46,216,586,0
83,146,68,174,685,0
78,80,81,72,580,0
77,96,103,242,424,0
115,64,118,174,360,0
115,116,102,54,304,0
109,67,131,226,527,1
122,97,150,257,306,0
103,124,44,97,493,0
118,56,130,136,634,0
118,64,74,246,630,0
88,81,49,144,689,0
95,53,66,260,445,1
89,113,87,252,469,0
101,92,90,99,517,0
147,103,79,293,315,0
73,121,42,243,377,0
69,90,123,97,389,0
138,38,74,264,467,1
104,122,135,205,600,0
88,114,117,38,507,0
141,75,60,183,351,0
62,50,122,175,412,0
99,140,92,143,508,0
72,57,62,285,339,0
136,94,103,260,388,0
65,102,64,261,518,0
123,77,129,131,312,0
61,147,86,202,501,0
82,76,48,132,328,1
83,113,125,51,575,0
138,37,115,271,683,0
76,71,125,262,433,0
92,78,120,214,344,0
89,83,42,96,626,0
60,113,72,287,538,0
134,72,64,252,300,0
80,108,140,192,680,0
81,89,97,223,551,0
115,136,58,137,620,0
99,143,97,107,681,0
124,59,101,187,551,0
95,52,48,36,326,0
144,124,52,223,411,0
139,94,59,105,378,1
92,76,130,226,571,0
149,104,111,160,587,0
116,70,135,271,312,0
88,83,125,204,448,0
80,128,51,71,395,0
112,79,112,80,617,0
106,133,57,101,583,0
72,143,42,286,389,0
129,64,53,300,439,0
82,98,88,185,589,0
147,141,145,198,546,0
132,42,124,85,463,0
145,65,59,87,660,0
122,83,80,261,518,1
96,126,111,132,683,0
129,77,130,61,497,0
74,84,96,57,358,0
60,136,119,120,427,1
121,76,99,122,448,0
125,76,89,297,589,0
94,42,98,78,414,0
114,128,102,154,488,1
140,88,128,215,435,0
121,130,51,70,549,0
148,136,124,217,596,1
109,112,60,188,418,0
68,51,143,134,536,0
118,141,135,113,615,0
134,99,55,152,381,0
96,92,96,151,464,0
71,47,89,82,477,0
145,61,125,32,320,1
95,70,95,32,487,0
76,114,86,220,509,0
79,121,130,100,459,0
103,131,60,160,432,1
99,62,148,100,555,0
78,110,42,83,378,0
94,57,95,142,522,0
76,126,56,51,479,0
94,144,107,99,524,0
145,40,45,282,578,0
110,126,54,76,320,1
110,119,77,35,413,0
136,74,46,200,508,0
122,114,117,120,377,0
67,93,74,49,569,0
94,41,55,47,317,0
83,105,56,186,396,1
92,139,73,105,476,0
67,51,69,203,576,0
116,89,138,119,300,0
124,150,54,206,578,0
125,74,46,149,564,0
135,97,76,220,313,0
88,54,118,118,455,0
149,149,79,172,634,0
64,135,97,220,625,0
119,58,86,299,690,0
120,80,98,191,391,0
133,146,57,123,590,0
137,137,88,161,409,0
138,64,143,72,553,0
122,36,145,242,510,1
136,98,94,65,572,0
88,71,58,69,516,0
136,127,119,198,327,0
87,97,122,288,577,1
146,59,136,70,315,0
140,145,123,150,529,1
128,75,46,278,340,0
85,66,45,262,330,0
118,70,60,113,608,0
110,102,83,214,457,0
81,86,105,230,581,0
119,57,119,159,563,0
125,37,95,224,575,0
119,96,109,234,382,0
108,52,97,240,662,0
65,94,88,37,310,0
85,108,67,77,325,1
135,73,64,237,536,0
80,112,78,141,309,0
60,97,116,245,381,0
148,72,108,110,672,0
131,38,119,40,667,0
91,114,93,51,620,0
106,63,56,279,334,0
139,132,143,31,613,0
116,72,149,42,404,0
137,40,45,183,563,0
147,139,97,111,605,0
94,49,113,215,618,0
129,136,146,229,513,0
95,140,58,158,417,1
82,98,79,145,633,0
76,121,142,238,434,0
118,89,41,206,408,1
107,53,127,232,458,0
145,112,45,238,424,0
79,146,83,268,360,0
93,38,103,228,562,0
76,99,41,163,492,0
66,135,79,194,642,0
85,132,50,96,528,0
79,108,51,171,420,0
65,91,132,245,308,0
125,148,147,230,427,0
62,135,81,57,587,0
119,85,63,213,428,0
69,134,81,261,493,0
60,53,71,133,536,0
107,148,65,219,428,0
138,97,48,288,545,1
134,101,108,139,336,0
146,88,123,120,507,0
130,47,92,300,623,0
120,142,70,117,459,0
130,102,87,111,644,0
68,66,56,288,593,0
81,122,121,271,489,0
70,70,140,183,685,0
102,46,140,184,304,0
88,119,89,164,523,0
74,127,51,89,351,0
135,118,44,172,410,0
92,34,96,68,452,0
62,83,108,57,591,0
70,85,102,296,352,0
129,118,67,157,496,0
128,120,80,80,399,1
68,35,110,66,383,0
124,143,145,71,336,0
97,34,65,52,348,0
90,75,150,40,517,0
131,92,50,206,537,0
130,89,49,42,568,0
119,114,146,231,428,0
82,132,83,285,482,0
73,61,52,62,646,0
72,49,112,217,489,0
129,56,95,169,574,0
133,30,97,34,369,0
63,68,85,72,381,0
122,133,115,60,418,1
118,74,53,237,584,0
62,76,80,42,505,0
109,103,101,94,544,0
116,124,55,152,688,0
68,112,70,297,608,0
70,40,43,284,390,1
84,70,145,80,333,1
107,125,146,86,359,0
85,134,67,219,431,0
149,70,95,240,551,1
102,52,119,281,311,0
124,88,142,106,509,0
85,53,82,234,699,0
115,108,68,83,309,0
89,85,58,42,591,0
61,138,53,225,470,1
97,110,118,86,307,0
62,36,139,81,589,0
89,116,91,172,691,0
148,123,65,131,576,0
104,150,66,180,541,0
68,116,49,118,624,0
115,116,123,61,374,1
62,117,63,104,489,0
69,122,147,209,344,0
112,106,71,277,402,0
149,88,134,180,468,0
136,140,96,294,351,0
81,59,40,277,698,0
108,65,86,138,352,1
94,43,58,228,694,0
106,98,113,220,556,0
93,80,61,75,665,0
60,30,59,232,370,1
106,81,49,60,687,0
92,91,74,127,629,0
124,119,47,141,463,0
135,77,49,122,412,0
69,53,80,102,554,0
118,58,55,174,303,0
79,50,46,32,625,0
119,148,41,206,479,1
75,122,52,62,349,0
142,66,69,47,460,0
83,45,91,32,443,0
87,124,115,34,311,1
63,43,133,49,562,0
116,100,143,199,345,0
130,62,54,222,310,0
61,129,139,154,421,0
92,79,133,103,308,0
61,90,66,293,607,0
124,123,142,286,412,0
65,57,60,272,528,0
71,119,143,104,531,0
88,142,93,70,329,0
139,133,106,175,552,1
87,31,93,266,456,1
146,103,121,163,305,0
61,38,130,114,460,0
142,117,146,252,629,1
60,114,108,240,520,1
84,146,92,239,500,0
99,60,118,45,494,0
73,78,67,256,670,0
139,108,116,97,420,1
85,107,97,114,602,0
103,42,76,61,585,0
86,48,138,200,341,0
87,116,119,261,699,0
88,107,66,89,664,0
99,70,138,222,326,0
104,133,103,175,355,0
75,49,84,181,482,0
88,142,127,57,663,0
130,38,93,111,696,0
101,118,149,93,552,0
104,75,130,83,419,0
101,31,147,223,655,0
93,72,147,167,584,0
149,141,87,60,402,1
100,81,142,173,431,0
78,107,86,252,302,0
99,129,144,100,631,0
129,63,77,225,491,1
76,89,123,119,635,0
110,143,111,131,490,1
132,96,114,60,476,0
105,128,112,160,312,0
80,77,86,189,658,0
103,141,68,189,635,0
143,90,145,288,352,0
135,78,110,251,637,0
126,76,120,247,625,0
120,95,82,195,457,1
70,92,98,51,389,0
64,136,47,255,584,0
114,144,67,192,566,0
106,135,148,247,574,0
112,65,50,138,592,0
64,87,115,236,388,0
123,45,79,260,451,0
107,135,41,296,359,0
150,146,40,212,391,0
145,73,43,223,586,0
83,62,138,103,608,0
134,98,119,57,415,0
60,75,139,174,645,0
147,95,46,252,474,0
126,80,74,229,396,0
144,149,73,199,484,0
78,113,74,254,443,0
68,57,119,67,691,0
72,69,56,226,541,0
104,46,56,34,487,0
148,113,62,258,490,0
73,54,65,189,517,0
122,96,53,65,674,0
70,101,144,263,366,0
109,96,45,169,618,0
119,63,95,172,598,0
120,143,117,207,456,0
103,75,137,54,505,0
146,103,113,154,583,0
71,123,120,299,647,0
122,113,56,101,619,0
78,121,68,299,661,0
130,82,147,57,645,0
131,145,140,245,569,0
126,72,141,214,698,0
145,139,80,39,613,0
145,43,48,196,532,0
85,79,149,90,599,0
116,37,112,289,551,1
132,131,56,160,663,0
113,42,117,117,628,0
124,119,107,275,345,0
86,99,146,221,519,1
75,143,132,174,498,1
72,131,107,204,489,1
68,122,99,121,359,0
142,149,120,137,465,0
64,53,90,54,539,0
132,48,125,247,442,0
90,117,65,126,639,0
134,105,103,112,589,0
67,115,137,282,556,1
122,112,43,210,550,0
106,112,101,136,417,1
82,92,47,100,596,0
106,60,106,39,347,0
143,72,97,299,613,0
133,78,117,80,647,0
140,134,81,237,580,1
112,112,149,89,612,0
64,105,84,56,381,0
101,145,74,191,615,0
134,114,45,236,348,0
65,110,96,141,467,0
91,69,45,182,678,0
84,93,145,64,528,0
74,74,127,295,409,0
148,51,63,296,649,0
131,123,105,72,682,0
66,109,102,217,401,0
74,46,96,283,387,0
82,97,87,230,547,0
126,131,94,151,397,0
142,149,148,82,421,0
119,75,65,206,399,0
82,68,87,128,404,0
101,149,84,155,492,0
81,54,73,280,593,0
124,101,89,53,582,0
65,62,81,292,640,0
125,40,92,182,457,0
73,91,90,43,350,0
94,121,127,117,492,0
76,95,46,189,319,0
85,126,90,233,361,0
67,128,82,207,481,1
129,139,63,254,618,0
71,42,144,227,440,1
122,85,148,99,579,0
76,125,116,282,429,0
78,74,118,253,322,0
133,37,53,30,497,0
65,147,53,101,555,0
87,118,127,169,640,0
72,82,107,209,598,0
81,69,136,237,561,0
116,150,53,36,652,0
138,59,68,111,577,0
100,69,45,114,460,0
113,83,48,289,407,0
131,49,64,176,425,0
67,70,149,252,478,0
127,104,146,221,395,0
119,100,146,62,443,0
96,74,82,249,438,0
61,71,53,255,457,0
92,81,135,219,429,0
120,62,140,286,641,0
81,138,64,231,675,0
109,80,74,115,585,0
141,104,46,173,464,0
147,116,40,296,312,0
94,89,93,153,405,1
109,117,58,165,527,0
115,39,48,236,697,0
145,47,118,299,424,0
83,94,60,151,610,0
66,150,132,162,656,0
113,99,142,52,448,0
104,61,90,151,538,0
88,48,41,212,359,1
77,94,138,211,583,0
138,122,57,67,571,0
136,53,138,102,428,1
65,99,105,106,535,0
123,48,128,259,484,0
129,100,58,179,653,0
150,48,87,181,574,0
73,113,61,247,420,0
111,61,92,150,495,0
108,96,131,277,374,0
139,117,88,218,400,0
81,62,93,44,646,0
80,42,94,117,341,0
138,121,133,238,480,0
139,54,89,300,440,0
107,101,75,136,626,0
104,63,135,31,677,0
84,58,133,75,561,0
60,100,137,241,439,0
64,56,48,281,569,0
77,86,77,265,687,0
90,106,50,120,652,0
123,97,50,143,634,0
80,57,53,218,673,0
92,61,77,191,569,0
111,134,103,38,435,0
64,94,133,241,472,0
123,91,137,249,605,0
82,46,148,262,605,0
144,85,76,150,312,0
84,107,122,124,429,1
94,147,99,59,699,0
139,70,72,284,587,0
135,71,130,95,523,0
109,89,103,209,366,0
108,123,85,211,358,0
108,49,90,132,401,0
79,74,96,180,617,0
114,119,68,73,330,1
74,71,80,252,461,1
143,44,84,205,672,0
133,145,52,175,652,0
126,81,126,178,442,0
87,132,149,187,463,0
114,66,87,184,678,0
94,138,82,106,538,0
71,90,137,94,637,0
122,55,94,200,551,0
81,83,51,151,596,0
96,63,68,118,681,0
103,35,41,259,669,0
105,124,101,107,454,0
77,40,115,298,315,0
148,64,66,73,438,0
80,71,137,274,513,1
79,105,82,192,481,0
73,31,99,282,574,0
99,130,100,267,551,1
85,96,118,171,337,0
78,124,112,185,553,0
64,90,120,173,632,0
94,121,106,251,577,0
69,37,90,38,327,0
91,60,59,278,645,0
77,31,117,148,590,0
69,85,44,170,347,1
60,50,108,213,611,0
120,113,115,186,615,0
134,69,62,181,507,0
66,46,46,96,379,0
81,51,78,163,583,0
104,57,41,212,365,1
81,83,131,284,451,0
138,103,140,236,671,0
101,117,42,149,381,1
97,135,92,300,373,0
71,117,126,265,517,0
119,106,129,79,471,0
94,73,54,115,601,0
76,32,46,158,337,0
76,32,92,297,558,0
116,139,103,112,540,0
60,53,70,108,368,0
85,49,88,250,498,0
93,129,131,169,559,0
136,117,90,178,510,1
136,47,97,190,519,0
131,139,60,150,612,0
148,120,71,45,610,0
125,56,105,65,558,0
73,125,61,98,321,1
95,149,124,145,598,0
80,129,43,200,636,0
124,52,105,41,600,0
128,83,74,259,391,0
103,72,130,194,347,0
101,63,92,70,516,0
141,45,61,41,369,0
131,97,74,216,466,0
140,121,115,154,698,0
113,57,42,32,641,0
126,87,141,68,307,0
110,109,67,124,511,0
130,112,79,252,494,0
108,122,57,268,525,1
138,148,66,83,694,0
148,94,146,222,638,0
149,118,120,67,596,0
85,100,138,107,639,0
137,116,140,162,342,0
80,58,124,240,343,0
141,73,110,154,628,0
101,130,115,71,401,1
63,59,132,230,594,0
67,53,140,121,581,0
86,132,122,33,325,1
65,102,150,141,563,0
129,91,45,297,526,1
84,105,102,229,531,0
143,78,122,40,358,1
60,86,71,222,333,0
89,62,97,132,640,0
63,148,148,78,663,0
114,61,138,275,574,1
111,79,126,115,628,0
94,73,91,188,480,0
73,101,92,72,432,0
76,131,113,137,674,0
118,138,135,299,391,0
78,145,80,192,616,0
75,102,148,97,520,0
108,59,145,103,637,0
123,38,56,170,615,0
75,117,143,132,621,0
100,119,126,232,442,0
79,139,104,91,655,0
90,37,134,289,417,0
126,82,54,188,639,0
84,66,66,198,639,0
104,69,124,280,666,0
125,140,48,129,630,0
149,146,101,70,324,0
102,37,137,172,656,0
90,133,106,202,313,0
107,147,100,169,351,0
92,68,62,54,331,0
83,101,88,232,544,0
101,88,129,41,419,0
91,70,148,98,632,0
97,134,86,270,552,1
117,58,114,298,357,0
90,107,124,99,550,0
139,86,95,63,449,0
114,143,108,298,669,0
88,136,123,136,391,0
62,72,63,196,621,0
92,104,80,78,578,0
73,136,128,202,446,0
73,45,138,102,385,0
133,80,90,271,678,0
131,96,73,127,496,0
114,45,59,244,305,0
123,118,94,122,473,0
67,119,80,111,646,0
129,78,123,249,495,0
108,148,148,216,495,0
116,39,53,116,476,0
124,133,117,191,582,0
148,87,83,188,495,1
134,135,54,147,443,1
128,57,57,293,391,0
109,147,110,244,637,0
141,80,61,56,349,0
117,75,78,162,636,0
120,62,114,175,579,0
101,100,113,214,374,0
104,50,138,217,535,0
108,40,138,158,532,0
119,50,132,268,555,1
96,149,81,121,566,0
123,36,96,146,436,0
141,122,110,107,369,0
95,121,76,217,623,0
82,112,140,272,671,0
111,107,97,214,424,0
117,53,96,206,523,0
99,147,145,142,561,0
98,134,80,257,531,1
114,95,126,160,389,0
120,61,81,278,456,0
66,89,132,275,327,0
125,150,98,132,516,0
80,107,118,64,341,1
88,117,106,179,566,0
73,92,60,169,593,0
93,37,43,191,357,1
73,61,95,119,321,1
144,53,107,128,304,0
98,137,122,287,574,0
124,122,115,226,423,0
112,37,140,230,312,0
105,79,131,182,675,0
89,44,51,293,452,1
120,148,143,256,614,0
135,66,46,73,542,0
101,59,54,144,439,0
131,141,138,229,505,0
73,147,137,115,566,0
78,78,60,264,547,0
72,147,146,139,538,0
76,31,107,133,581,0
145,114,117,161,350,0
94,137,52,107,687,0
96,109,147,237,652,0
145,50,148,183,688,0
116,42,41,75,403,0
68,109,53,35,572,0
99,36,83,74,389,0
84,55,129,119,428,0
82,62,102,189,612,0
114,143,141,298,308,0
139,55,146,58,463,0
80,140,77,203,389,0
134,73,74,163,390,0
148,102,145,259,649,1
150,35,54,50,654,0
148,103,41,46,696,0
108,82,144,182,360,0
150,126,149,291,459,0
127,81,45,70,304,1
90,88,64,84,315,1
71,71,91,148,605,0
109,87,145,137,488,0
100,116,149,133,557,0
115,69,123,145,475,0
103,67,137,193,627,0
108,53,106,146,652,0
61,139,46,209,502,0
139,148,150,60,623,0
119,65,88,136,545,0
90,124,95,258,301,0
117,57,83,233,525,0
117,57,132,164,673,0
81,120,143,281,305,0
61,148,107,181,580,0
62,114,139,69,586,0
119,140,50,261,635,0
141,33,61,95,583,0
82,37,52,295,374,0
111,73,115,232,345,0
103,133,42,144,455,0
145,96,128,248,662,0
90,108,68,218,326,0
76,105,40,289,524,0
107,118,115,226,640,0
127,60,47,85,439,0
72,33,134,156,366,1
65,38,72,68,485,0
111,56,49,111,553,0
105,149,116,135,555,0
80,145,110,72,358,1
120,121,97,182,331,0
77,74,107,118,684,0
101,41,150,254,563,0
124,56,66,144,355,1
114,101,68,182,461,1
84,33,68,48,442,0
112,59,76,249,364,0
97,130,98,186,418,0
124,144,138,95,593,0
135,51,135,218,336,0
74,103,88,232,354,0
100,111,90,238,400,0
72,62,66,205,515,0
94,73,147,106,624,0
116,132,92,142,353,0
120,72,136,217,568,0
115,57,94,69,621,0
60,92,102,169,682,0
74,63,135,51,575,0
122,110,99,287,612,1
87,145,99,100,312,0
97,113,71,270,375,0
79,57,133,107,644,0
86,45,55,36,614,0
128,66,119,207,678,0
85,77,146,102,355,0
84,67,54,90,684,0
114,78,84,229,504,1
87,90,62,150,491,0
65,113,64,280,537,0
111,54,67,77,315,0
116,150,108,298,592,0
132,82,84,105,560,0
86,131,102,166,379,0
82,117,47,213,478,0
132,137,110,288,601,0
87,118,117,92,583,0
114,77,148,108,538,0
75,129,77,109,479,0
106,107,149,200,493,0
98,31,54,93,350,0
114,72,140,50,550,0
95,36,127,63,420,0
88,99,77,64,470,0
138,48,150,157,603,0
89,136,54,70,499,0
65,87,116,61,605,0
99,127,109,279,649,0
61,150,130,135,425,0
83,53,110,151,446,0
130,81,107,256,654,0
73,135,79,94,474,0
115,37,76,295,419,0
119,74,113,167,584,0
90,53,101,185,474,0
83,87,74,152,628,0
105,69,56,223,648,0
76,40,69,230,536,0
149,34,143,158,511,0
68,55,116,257,698,0
67,88,126,188,307,0
140,92,63,104,306,0
98,30,119,41,428,0
142,127,76,165,596,0
145,57,104,209,516,0
119,40,118,169,542,0
80,115,128,76,517,0
117,42,77,112,314,1
74,41,106,235,700,0
147,75,115,148,446,1
102,38,68,62,549,0
110,79,70,205,495,0
71,100,76,199,592,0
107,94,72,179,405,1
132,48,116,192,338,0
108,50,60,214,385,1
145,70,102,251,397,0
113,140,134,178,674,0
121,60,145,248,363,0
117,114,121,207,449,0
127,53,136,290,458,0
60,137,48,155,621,0
127,148,125,102,425,0
105,147,96,41,556,0
99,134,65,246,543,1
93,65,141,86,554,0
66,109,47,233,353,0
91,37,79,276,466,1
132,146,64,154,423,0
103,38,83,287,636,0
148,108,64,64,376,1
105,78,102,239,540,0
133,145,58,217,464,0
61,82,79,154,413,0
71,143,58,277,576,0
80,84,44,212,645,0
133,60,103,104,460,0
91,118,125,67,302,0
75,101,53,277,615,0
104,43,53,135,537,0
61,75,84,233,671,0
65,54,60,249,627,0
96,120,42,207,457,1
90,68,128,297,578,1
85,117,48,181,572,0
83,138,81,40,683,0
93,62,135,68,630,0
82,81,59,135,345,1
124,142,94,83,570,0
112,147,55,81,507,0
103,87,131,252,503,0
76,64,44,273,464,0
66,97,96,138,413,0
118,58,69,79,500,0
105,35,49,72,421,0
87,78,94,165,543,0
88,109,63,195,309,0
126,57,127,130,614,0
145,134,94,281,473,0
142,102,78,60,459,0
70,102,136,145,453,0
66,97,95,224,471,1
80,125,104,95,633,0
105,111,133,265,689,0
138,126,62,300,309,0
107,59,48,77,644,0
119,129,105,267,603,1
112,128,67,170,644,0
108,111,94,285,465,0
86,87,51,244,666,0
87,116,134,38,379,0
96,94,96,218,541,0
101,68,141,32,397,0
84,52,109,63,547,0
142,74,119,89,665,0
98,40,95,268,683,0
92,97,106,77,621,0
82,95,130,290,489,0
85,135,91,197,598,0
135,94,92,185,678,0
100,124,85,108,467,0
115,145,133,264,408,0
128,131,128,174,521,1
89,42,120,267,612,0
98,117,81,168,405,0
139,100,100,72,586,0
102,32,133,202,696,0
66,92,150,58,359,1
124,50,110,134,481,0
86,96,60,102,519,0
96,98,89,227,380,0
129,125,60,53,507,0
143,123,43,271,652,0
125,73,81,134,389,1
145,45,122,162,414,0
133,111,119,116,342,0
95,115,77,287,650,0
116,114,138,297,474,0
118,129,100,102,515,0
143,93,79,182,690,0
146,48,128,105,447,0
81,67,60,102,517,0
146,96,86,57,463,0
131,124,139,233,579,1
122,147,75,296,682,0
88,30,100,63,521,0
92,107,90,30,311,1
130,63,89,176,578,0
86,85,99,167,549,0
139,44,110,90,401,0
148,37,91,258,635,0
149,138,110,208,568,1
136,133,87,104,645,0
121,44,107,284,358,0
130,133,109,175,464,0
124,92,46,154,535,0
140,141,54,73,456,0
99,71,95,156,441,0
63,125,40,40,638,0
140,45,86,45,326,0
103,147,92,140,390,0
137,142,62,154,352,0
108,59,118,263,647,0
124,104,49,69,477,0
90,134,146,211,635,0
135,45,53,199,520,0
68,149,135,213,446,0
141,119,120,241,376,0
67,117,114,241,482,0
129,135,146,211,563,0
115,105,92,51,642,0
139,86,137,155,350,0
110,69,131,289,480,0
63,48,79,225,601,0
72,105,95,183,542,0
118,101,138,76,307,0
79,68,80,122,378,0
98,64,86,44,549,0
64,124,121,179,393,0
95,72,149,213,538,0
91,138,54,222,335,0
141,85,58,99,657,0
110,38,150,33,520,0
148,88,73,105,482,0
98,44,82,191,613,0
92,35,84,294,337,0
79,51,126,297,317,0
75,122,83,54,680,0
111,65,110,293,432,0
74,67,139,191,303,0
122,88,63,171,361,0
131,122,73,44,302,0
133,96,100,98,671,0
91,149,144,113,336,0
122,73,49,42,528,0
118,117,95,142,583,0
145,138,90,78,342,0
76,82,110,121,309,0
132,97,72,243,484,0
106,51,137,239,592,0
90,35,43,70,672,0
145,36,45,294,326,0
114,52,47,170,621,0
61,90,136,120,626,0
83,77,130,203,418,0
119,150,118,259,620,1
81,114,67,105,585,0
90,103,114,284,588,1
84,112,112,209,632,0
102,52,112,47,664,0
116,35,144,118,389,1
79,70,146,180,338,0
123,142,82,96,500,0
139,66,45,34,449,0
143,81,103,41,691,0
93,140,115,244,642,0
129,39,118,272,319,0
60,139,145,226,313,0
95,144,57,51,345,1
76,93,141,219,425,0
84,68,71,234,683,0
129,61,81,91,672,0
134,32,47,211,426,0
81,49,85,293,645,0
102,89,108,141,303,0
134,101,95,203,685,0
87,91,74,138,424,0
115,89,134,226,403,0
78,42,146,41,689,0
147,118,49,198,333,0
123,40,56,250,661,0
141,83,50,121,396,0
70,95,72,82,412,0
96,97,94,40,382,0
129,131,48,220,378,0
146,105,93,189,446,0
80,79,99,150,592,0
82,90,126,82,311,0
105,145,141,238,487,0
92,128,51,88,429,0
141,31,81,277,641,0
71,122,107,177,404,0
129,103,66,141,533,0
116,52,101,291,418,0
123,47,139,294,565,1
140,76,83,79,654,0
60,127,99,128,638,0
117,47,122,227,640,0
62,59,139,97,681,0
111,127,117,101,542,0
104,30,104,142,443,0
66,124,66,282,584,0
133,49,124,170,439,1
85,87,145,143,616,0
62,68,45,276,641,0
87,105,119,61,579,0
145,115,112,111,418,0
138,58,90,83,345,1
63,48,89,78,551,0
131,142,57,252,470,0
96,57,117,260,630,0
130,61,81,31,661,0
82,113,85,99,356,1
86,86,149,69,502,0
71,98,50,191,639,0
135,58,100,126,382,1
115,135,142,241,516,0
64,81,46,117,492,0
125,50,100,239,677,0
135,39,135,286,668,0
147,79,149,202,660,0
143,33,64,81,560,0
147,133,84,122,593,0
126,142,99,85,343,0
147,149,95,279,582,0
115,40,47,77,622,0
142,135,77,77,453,0
84,120,145,148,412,0
110,64,61,82,484,0
115,134,59,206,662,0
82,98,85,239,428,0
138,115,127,67,404,1
77,68,135,41,363,0
116,100,75,271,521,1
70,58,102,158,600,0
111,61,83,80,381,0
144,86,76,77,685,0
140,125,88,123,519,0
71,86,54,200,527,0
73,92,96,293,688,0
92,86,136,266,518,0
111,40,44,168,629,0
67,37,148,270,558,0
144,127,45,234,337,0
66,68,42,89,400,0
65,100,66,169,325,0
110,72,79,48,689,0
102,107,76,245,534,0
112,36,78,96,694,0
115,118,130,244,687,0
86,86,96,148,659,0
137,95,117,148,698,0
72,114,125,82,521,0
107,145,41,65,637,0
147,41,102,220,464,1
75,141,136,282,625,1
83,101,49,84,424,0
107,112,70,195,669,0
89,32,117,166,329,0
68,121,138,144,591,0
117,35,102,47,582,0
86,38,104,30,459,0
143,111,142,110,619,0
101,64,106,254,610,0
63,138,42,98,399,0
66,50,84,243,576,0
76,69,77,38,474,0
60,139,43,263,574,0
108,106,137,157,417,0
105,122,43,141,402,1
135,58,118,105,681,0
70,135,96,39,403,0
77,130,125,270,572,1
101,34,143,62,522,0
117,146,132,82,551,0
89,99,99,164,342,0
147,95,116,298,368,0
94,58,131,37,495,0
150,72,89,66,664,0
134,150,95,113,554,0
86,135,45,174,700,0
77,114,129,213,365,0
87,54,92,110,676,0
109,138,52,150,403,1
108,127,95,231,629,0
121,37,119,285,626,0
123,37,71,208,516,0
141,101,70,115,586,0
75,49,101,192,393,1
133,53,121,79,390,0
62,150,103,148,335,0
91,119,46,128,442,0
65,104,143,144,441,1
84,49,71,276,608,0
102,113,44,89,442,0
62,80,145,47,645,0
122,144,75,90,481,0
109,140,137,52,650,0
144,143,57,78,467,0
149,37,145,185,554,0
100,120,127,228,382,0
137,100,102,80,362,0
98,94,85,278,607,0
106,113,108,166,563,0
127,63,112,63,634,0
139,56,130,87,559,0
66,100,89,140,315,0
119,43,99,241,445,0
109,86,55,37,407,0
84,115,148,170,670,0
136,105,91,264,602,0
102,138,119,62,459,0
69,65,81,92,323,0
79,144,83,120,302,0
70,120,144,261,388,0
139,70,41,170,551,0
101,34,143,240,332,0
77,44,146,60,541,0
100,98,117,223,614,0
109,90,87,72,694,0
117,90,47,107,376,0
113,39,89,282,550,0
90,148,44,36,651,0
71,81,112,287,441,0
126,113,121,191,524,1
122,59,62,163,587,0
64,146,126,38,662,0
85,44,129,138,437,0
68,88,102,198,413,1
111,67,48,167,431,0
100,93,73,203,588,0
69,69,45,283,592,0
63,44,100,184,455,0
76,123,114,31,394,0
137,113,95,268,597,1
91,94,56,287,562,0
68,90,108,240,337,0
85,58,99,106,688,0
138,65,49,47,597,0
121,81,79,204,434,0
106,45,59,170,363,1
100,107,41,244,463,1
86,102,98,82,552,0
139,143,54,115,463,0
79,68,142,276,381,0
99,133,118,292,486,0
98,45,85,53,698,0
76,94,100,281,700,0
86,65,132,262,392,0
110,36,116,255,638,0
110,80,115,57,466,0
111,78,90,50,602,0
63,125,81,71,449,0
67,98,114,217,301,0
94,114,137,48,428,0
139,63,128,224,465,0
80,108,84,122,534,0
115,87,102,74,355,1
99,83,81,83,622,0
100,54,43,177,609,0
94,129,101,142,433,1
68,71,65,131,340,0
83,67,149,98,544,0
86,84,139,227,578,0
94,36,113,196,303,0
111,51,45,184,398,0
120,47,93,261,324,0
66,42,72,207,497,0
128,111,120,101,425,1
145,126,101,294,535,0
90,98,96,298,469,0
145,43,102,166,635,0
88,71,44,138,671,0
85,95,70,128,389,0
