chinese,math,english,total,school,ifpass
119,75,95,82,641,0
110,79,103,237,472,0
85,48,136,99,659,0
114,128,72,57,498,0
66,66,53,275,639,0
89,123,46,229,564,0
149,69,53,88,648,0
121,87,59,166,473,0
139,52,59,106,684,0
64,128,129,55,565,0
135,106,102,59,529,0
108,90,88,134,398,1
110,142,89,257,539,0
123,87,47,36,662,0
69,68,102,181,584,0
125,146,90,197,489,0
137,61,90,279,356,0
144,120,146,63,427,1
118,45,115,77,543,0
87,147,106,232,666,0
107,140,135,188,506,0
147,127,67,33,503,0
98,108,118,97,498,0
79,71,82,147,444,0
81,83,144,69,551,0
73,49,103,281,494,1
109,52,139,47,547,0
110,101,96,186,599,0
81,125,131,103,420,1
120,113,97,267,322,0
149,146,96,72,531,0
100,123,96,262,550,1
112,120,109,133,568,0
129,145,150,99,385,0
124,144,93,280,535,0
140,41,88,92,558,0
111,44,89,138,696,0
62,38,49,61,373,0
115,94,110,82,650,0
143,144,132,197,598,1
86,133,47,197,636,0
107,47,46,230,451,0
83,135,69,126,653,0
104,140,95,112,641,0
89,68,64,157,528,0
106,49,107,283,467,0
136,44,122,41,302,1
64,95,146,147,648,0
134,108,126,61,324,0
135,121,71,179,492,1
117,110,64,242,472,0
71,123,92,96,381,1
85,89,81,179,607,0
95,138,50,121,663,0
90,101,55,114,317,1
122,85,127,225,668,0
84,90,103,153,565,0
106,88,53,62,644,0
77,36,66,41,481,0
89,105,140,156,467,1
61,114,75,272,691,0
86,102,89,90,665,0
136,141,150,297,450,0
147,135,68,104,377,0
123,38,78,63,489,0
139,30,129,95,669,0
74,144,121,202,389,0
68,69,70,186,640,0
128,130,86,135,395,0
85,105,44,226,519,0
72,134,79,72,368,0
131,73,44,129,673,0
145,101,132,202,326,0
101,98,73,124,394,1
127,36,119,148,567,0
118,76,42,248,548,0
109,130,92,157,324,0
148,112,70,273,343,0
124,32,48,130,410,0
139,125,133,53,596,0
113,81,85,287,697,0
131,77,129,235,648,0
133,146,95,198,415,0
83,61,40,120,536,0
140,71,42,205,374,0
80,148,44,184,694,0
127,146,147,226,533,0
71,106,49,103,477,0
108,100,112,266,543,1
68,114,97,300,646,0
92,143,139,103,332,0
68,64,66,121,684,0
77,124,101,114,608,0
126,85,51,199,408,0
140,96,140,255,631,0
76,132,145,168,321,0
74,53,135,107,483,0
142,116,135,142,462,0
87,138,148,166,364,0
76,149,126,130,419,0
89,94,57,191,379,0
76,46,89,168,479,0
74,79,61,75,460,0
137,132,131,179,402,0
94,96,111,34,497,0
71,117,84,32,479,0
99,69,127,242,509,1
69,146,130,183,567,0
107,149,100,32,321,0
89,140,143,113,449,1
139,32,110,237,334,0
76,88,86,89,540,0
71,81,136,282,359,0
148,36,129,248,684,0
137,150,62,239,488,0
96,92,80,216,596,0
84,31,43,220,542,0
60,51,43,55,307,0
109,100,43,198,585,0
113,127,143,129,577,0
132,37,141,160,599,0
83,96,61,197,584,0
87,49,91,159,303,0
94,118,109,57,449,0
141,47,113,81,407,0
73,126,87,174,336,0
82,104,148,80,348,0
67,100,121,123,568,0
79,71,144,283,610,0
149,137,65,81,441,0
102,76,40,128,470,0
89,66,140,48,580,0
75,52,139,113,327,0
138,125,78,287,509,0
73,66,110,295,493,0
117,52,57,37,493,0
93,78,68,106,410,0
63,117,113,210,619,0
112,57,93,60,438,0
87,96,57,46,615,0
115,61,88,114,493,0
109,80,114,278,640,0
122,114,57,176,390,0
110,65,103,129,412,0
130,127,144,114,413,0
79,80,89,171,590,0
105,49,66,94,419,0
94,41,100,45,614,0
146,93,83,156,575,0
129,90,131,184,584,0
77,107,78,126,602,0
73,126,94,99,558,0
134,93,49,118,326,0
97,51,83,146,312,0
64,106,115,204,336,0
84,116,119,95,673,0
69,37,134,152,476,0
149,144,127,82,325,0
103,101,60,89,491,0
67,122,142,74,490,0
63,108,64,114,368,0
75,33,79,217,555,0
97,146,73,190,410,0
83,90,150,197,386,0
97,120,118,69,345,0
123,135,44,66,524,0
138,139,85,193,424,0
133,109,62,166,693,0
87,138,106,161,453,1
76,64,106,201,616,0
103,122,89,177,457,1
113,130,134,102,678,0
92,92,132,94,440,0
142,83,42,51,339,0
128,145,41,245,618,0
146,57,113,177,450,1
127,84,146,242,419,0
146,131,80,73,553,0
72,108,103,256,685,0
95,114,126,111,443,1
88,91,113,280,683,0
123,127,91,31,511,0
113,118,103,292,551,0
70,71,65,144,483,0
70,34,49,263,658,0
121,144,81,281,555,0
142,105,147,224,360,0
86,101,105,158,539,0
114,137,77,176,552,0
69,37,53,225,347,1
117,107,117,88,372,0
83,75,51,188,578,0
60,45,80,95,633,0
136,112,108,54,364,1
126,53,140,271,507,0
100,112,109,47,330,1
141,138,144,266,576,0
148,83,115,129,603,0
70,123,83,267,618,0
135,36,133,109,651,0
140,87,84,144,374,0
73,55,124,263,579,0
120,101,55,217,520,0
96,77,92,234,544,0
90,89,102,196,403,0
73,55,82,46,538,0
139,135,98,157,574,0
130,126,120,81,313,0
101,81,54,262,417,0
64,87,53,278,483,0
81,104,82,162,683,0
95,96,127,109,662,0
126,73,68,57,300,1
148,64,82,237,655,0
136,139,45,275,685,0
86,75,85,123,566,0
110,87,131,41,421,0
104,141,131,126,619,0
96,125,115,77,528,0
65,95,110,273,586,0
78,66,90,70,533,0
149,133,88,65,537,0
71,137,40,244,424,0
117,105,143,280,423,0
119,33,58,47,389,0
82,44,55,128,326,0
75,143,41,259,383,0
65,57,133,97,378,0
133,58,94,65,353,0
81,115,68,166,427,1
147,101,133,223,485,0
134,128,104,57,351,0
110,129,79,48,657,0
136,116,108,55,432,0
127,87,102,41,527,0
121,132,107,124,653,0
139,36,57,149,683,0
149,124,61,163,621,0
146,32,126,127,486,0
79,44,106,293,542,0
132,141,120,65,538,0
73,67,108,72,520,0
150,48,56,172,645,0
90,42,70,95,307,0
61,30,137,287,393,0
143,33,110,100,659,0
109,58,65,62,506,0
83,80,134,211,543,0
69,54,96,257,599,0
113,139,76,66,697,0
100,34,84,275,372,0
146,102,124,143,507,1
141,136,76,70,700,0
100,46,105,91,697,0
66,150,44,33,543,0
72,32,109,145,522,0
81,121,143,119,377,0
83,147,83,98,419,0
134,89,116,49,301,0
69,42,98,156,410,0
110,105,44,34,637,0
146,40,107,177,534,0
108,66,55,84,346,0
106,84,143,287,689,0
142,73,90,284,653,0
135,44,134,204,598,0
128,130,109,208,586,0
144,72,80,254,605,0
86,49,136,106,641,0
126,88,56,37,461,0
147,85,118,177,451,0
69,143,56,84,590,0
126,60,76,152,670,0
69,124,122,112,503,0
70,43,146,283,416,0
133,56,51,289,605,0
120,142,109,172,652,0
68,67,111,143,443,0
72,125,49,111,547,0
110,111,82,35,660,0
87,64,44,194,535,0
79,74,128,214,428,0
116,145,144,297,496,0
126,74,105,214,680,0
110,54,115,215,656,0
61,33,62,229,484,0
88,143,118,185,324,0
143,54,144,174,309,0
126,51,103,296,574,1
119,95,93,178,393,0
72,47,53,63,494,0
138,54,113,192,467,1
83,106,134,180,677,0
72,74,67,153,358,1
132,86,85,188,566,0
124,117,111,178,507,1
148,143,91,234,480,0
102,101,136,155,310,0
146,50,78,265,510,1
145,70,116,156,601,0
112,92,96,114,696,0
90,68,70,267,647,0
140,68,68,241,559,0
64,39,42,201,343,1
138,43,82,230,395,0
81,66,116,179,479,0
81,92,131,206,483,1
62,130,110,69,364,1
140,105,50,129,553,0
135,68,88,251,507,1
111,91,125,170,487,1
102,72,54,113,559,0
129,136,133,272,436,0
131,72,92,282,399,0
142,113,95,255,365,0
138,131,147,136,306,0
64,73,68,67,631,0
101,100,100,196,614,0
130,75,121,83,568,0
66,77,49,170,331,1
134,125,75,254,387,0
110,110,131,58,673,0
119,90,110,109,560,0
79,112,75,271,630,0
72,46,56,289,389,0
149,51,140,163,681,0
79,116,60,286,449,0
69,107,127,47,668,0
116,137,77,194,417,0
93,138,119,160,385,0
88,125,144,140,343,0
122,100,124,37,530,0
79,55,78,105,475,0
103,111,125,221,575,0
130,72,47,254,570,0
123,129,82,282,689,0
118,68,125,64,344,1
79,88,62,33,667,0
128,130,59,267,597,0
93,140,147,244,397,0
70,101,82,71,685,0
110,75,92,280,571,0
69,36,132,109,499,0
135,116,48,53,330,1
122,39,46,194,659,0
114,97,112,147,328,0
109,57,114,206,591,0
63,132,118,58,663,0
137,102,64,268,435,0
69,78,109,155,576,0
67,92,71,293,615,0
84,74,79,243,356,0
98,83,109,278,582,0
110,126,60,149,597,0
63,46,59,256,300,0
150,67,150,298,547,0
89,37,64,160,329,1
67,127,87,127,572,0
94,72,124,80,317,0
90,133,150,141,415,0
65,33,90,43,671,0
149,128,143,232,353,0
146,103,75,70,483,0
112,60,118,101,630,0
74,131,55,92,620,0
102,116,137,298,393,0
104,31,62,215,618,0
122,138,47,244,487,0
64,104,138,140,420,1
128,149,40,281,510,0
94,130,110,77,695,0
130,98,95,128,628,0
144,106,147,95,379,0
142,93,97,209,501,1
124,115,126,67,688,0
81,54,82,162,587,0
118,54,111,64,376,0
78,102,79,152,591,0
139,80,134,54,414,0
84,146,126,222,648,0
111,128,104,77,419,1
129,62,98,114,478,0
149,80,55,46,687,0
67,109,131,130,607,0
64,68,121,167,533,0
61,107,119,191,479,0
107,57,94,146,609,0
80,59,86,255,302,0
96,38,143,267,379,0
126,100,135,142,551,0
95,123,72,164,435,1
97,58,68,91,379,0
127,40,149,273,467,0
75,62,71,218,359,0
93,39,76,72,533,0
131,55,149,225,310,0
122,107,120,146,514,0
132,113,72,150,326,0
119,98,87,263,419,0
144,112,122,277,461,0
96,122,60,87,691,0
92,34,66,67,538,0
61,135,136,267,620,0
120,111,78,167,637,0
94,144,134,249,411,0
85,104,135,109,660,0
147,57,43,200,699,0
62,137,122,74,377,1
68,142,103,158,475,0
142,50,132,180,431,0
140,64,73,139,539,0
85,123,77,127,544,0
70,130,122,33,664,0
107,107,143,84,522,0
76,54,137,260,667,0
133,38,58,240,377,0
102,117,132,202,693,0
140,118,107,76,584,0
95,51,135,255,483,0
127,110,95,203,587,0
61,99,128,263,497,0
107,95,70,274,601,0
70,110,85,76,503,0
107,115,128,202,328,0
87,100,103,170,528,0
107,92,60,200,417,1
133,32,68,65,432,0
88,141,46,212,557,0
116,130,103,133,394,0
127,100,105,85,554,0
61,149,107,106,429,0
105,119,107,172,591,0
135,123,89,224,477,0
120,141,95,233,383,0
105,88,136,141,449,1
150,137,104,114,372,0
133,119,96,263,405,0
92,137,102,122,607,0
69,71,63,63,673,0
120,91,132,241,322,0
78,88,144,121,659,0
114,82,102,143,580,0
91,80,88,86,513,0
127,55,76,30,576,0
119,149,122,200,601,0
114,52,110,222,430,0
102,44,106,36,544,0
77,138,62,199,565,0
101,66,138,182,566,0
66,138,135,60,337,0
141,35,75,225,405,0
147,99,79,152,385,0
77,104,138,142,669,0
131,87,75,46,672,0
132,106,68,254,487,0
146,70,117,99,513,0
150,55,122,113,645,0
141,127,102,300,412,0
69,59,63,34,561,0
111,85,133,174,541,0
66,125,111,232,581,0
99,94,131,238,319,0
62,120,128,109,466,0
89,70,93,165,592,0
78,114,69,132,638,0
106,40,119,35,657,0
129,146,134,188,548,1
89,42,143,273,516,1
94,53,134,163,611,0
145,44,119,286,556,1
65,43,140,143,466,0
121,128,54,59,380,0
94,32,60,97,352,0
98,46,133,260,367,0
91,74,126,296,697,0
142,131,92,144,361,0
137,54,140,72,677,0
114,103,40,69,635,0
127,114,109,37,590,0
93,115,115,60,554,0
62,138,74,274,580,0
78,123,88,127,334,0
138,133,77,237,462,0
127,36,75,158,574,0
64,107,43,157,552,0
101,123,123,199,693,0
88,90,76,209,440,1
85,128,118,219,403,0
102,111,88,167,688,0
149,69,101,185,618,0
104,149,48,300,439,0
78,139,97,255,526,1
110,80,112,281,686,0
120,132,94,147,371,0
117,126,79,123,547,0
94,93,46,51,416,0
126,43,141,114,430,0
136,88,97,273,665,0
76,45,119,266,449,0
89,122,133,219,473,0
121,120,86,196,630,0
96,103,81,158,630,0
90,96,95,174,407,1
146,96,54,211,512,0
131,107,46,149,643,0
91,118,51,277,617,0
67,39,120,274,572,0
135,92,139,250,573,1
107,75,133,63,372,1
88,50,128,168,510,0
78,79,72,296,337,0
150,133,138,201,676,0
86,46,117,290,503,1
118,32,58,150,302,0
128,150,71,134,505,0
114,92,111,171,423,0
67,36,85,77,406,0
142,126,143,181,389,0
63,37,54,275,575,0
124,119,150,272,492,0
121,63,124,189,485,1
99,106,92,56,621,0
89,85,68,167,572,0
125,115,140,216,335,0
97,108,93,60,493,0
138,128,48,258,612,0
119,79,43,244,480,1
121,145,95,265,458,0
76,137,63,105,634,0
120,79,105,126,500,0
103,130,46,155,520,0
90,42,98,207,523,0
132,88,116,145,621,0
72,51,110,181,408,1
61,145,65,166,344,0
77,41,68,33,577,0
139,112,97,69,336,0
137,96,118,277,579,1
88,97,97,197,320,0
60,69,69,56,666,0
141,85,94,294,421,0
79,120,77,206,635,0
66,105,68,252,510,0
115,102,63,152,300,0
72,78,126,224,338,0
88,73,93,283,402,0
87,36,136,59,322,0
89,57,149,200,566,0
62,118,111,111,543,0
138,32,121,116,689,0
86,134,109,197,417,0
61,130,130,196,646,0
84,60,111,70,495,0
62,95,72,179,428,0
106,121,124,272,467,0
97,30,67,154,525,0
75,118,80,191,364,0
62,55,81,267,455,1
135,150,93,228,591,1
132,83,95,300,554,0
90,60,42,222,672,0
62,30,133,213,647,0
103,103,94,46,532,0
113,46,79,60,587,0
141,141,50,262,544,0
109,85,80,190,667,0
121,100,101,55,623,0
134,88,126,65,506,0
73,61,146,140,409,1
84,79,124,163,410,1
115,118,98,233,401,0
126,38,42,159,591,0
139,130,135,270,428,0
100,88,143,240,335,0
98,70,47,117,660,0
76,120,122,167,583,0
137,69,136,268,360,0
117,65,141,242,536,1
141,53,68,214,574,0
146,138,62,177,505,1
114,52,64,300,566,0
86,126,74,132,637,0
146,42,65,173,577,0
92,144,131,51,536,0
75,145,55,111,496,0
113,76,139,230,393,0
77,36,51,113,459,0
135,138,97,121,646,0
76,124,116,177,542,0
63,106,48,216,662,0
95,150,65,172,409,0
81,139,45,89,656,0
100,119,133,269,422,0
104,126,85,87,543,0
75,51,61,192,338,1
119,63,132,236,318,0
70,139,139,58,640,0
90,145,82,40,482,0
134,89,83,264,671,0
70,87,66,149,308,0
146,143,109,154,441,0
109,131,63,66,617,0
65,133,106,65,387,0
120,120,101,208,691,0
66,93,150,235,640,0
144,125,112,133,312,0
94,37,103,206,324,0
135,37,76,80,658,0
102,108,62,135,663,0
136,79,143,157,383,0
147,45,102,239,475,0
122,47,111,244,542,0
127,129,137,107,658,0
94,86,140,251,597,0
137,63,92,96,375,1
83,82,73,176,315,0
88,74,114,122,546,0
110,119,70,160,383,0
99,67,141,125,355,0
68,73,47,129,353,0
146,82,71,146,665,0
144,37,75,137,515,0
147,148,105,228,361,0
94,124,109,224,694,0
77,44,71,112,515,0
114,30,78,104,300,1
91,60,135,210,329,0
103,62,97,236,427,0
83,33,46,185,411,0
136,37,110,269,361,0
66,40,53,146,385,0
76,130,146,35,611,0
82,110,123,106,373,1
142,68,84,201,689,0
130,114,91,235,329,0
130,131,102,59,683,0
87,74,52,48,414,0
93,94,80,119,385,1
60,130,66,96,478,0
148,143,88,145,666,0
129,125,91,115,672,0
98,86,92,98,694,0
90,140,50,40,461,0
116,139,130,105,417,0
149,102,122,270,537,0
141,145,112,181,560,1
85,126,106,270,476,0
86,139,48,251,335,0
72,123,50,78,573,0
97,38,124,128,631,0
76,55,100,87,671,0
62,90,143,238,508,1
121,75,148,242,457,0
109,135,44,78,374,0
108,120,68,90,394,0
125,145,108,149,590,0
128,130,43,217,440,0
77,40,110,243,558,0
114,102,144,257,326,0
114,57,131,265,512,0
102,58,80,258,377,0
123,129,66,179,407,0
150,146,129,123,560,0
123,35,150,64,680,0
99,31,127,66,452,0
145,143,142,108,656,0
78,69,145,99,423,0
119,147,124,216,383,0
137,75,146,281,467,0
120,52,127,61,467,0
105,49,43,234,645,0
150,107,121,295,463,0
135,93,138,45,385,1
80,103,103,194,525,0
84,126,78,255,356,0
125,149,79,117,409,0
97,109,43,41,452,0
136,77,94,242,547,1
138,85,129,176,516,1
86,88,130,202,632,0
76,91,118,105,664,0
90,149,89,194,616,0
141,135,42,257,477,0
118,36,106,215,658,0
117,76,133,143,597,0
81,97,120,104,351,0
117,105,110,200,516,1
90,37,89,73,310,0
134,56,120,273,632,0
112,108,95,83,432,0
85,119,116,254,305,0
100,84,67,262,596,0
85,62,55,244,332,0
68,94,88,204,417,1
122,150,47,281,347,0
114,77,135,258,301,0
145,101,49,210,420,0
132,72,48,162,649,0
98,82,44,283,413,0
73,30,83,177,480,0
132,78,130,167,636,0
126,144,144,124,320,0
142,107,134,169,390,0
111,65,110,200,491,0
100,148,48,88,565,0
84,111,136,88,347,0
89,126,148,98,440,1
148,50,43,64,628,0
67,121,100,115,552,0
62,117,139,157,659,0
137,150,65,141,323,0
60,93,112,175,686,0
102,115,134,224,459,0
107,43,52,129,428,0
114,98,125,244,493,0
85,113,61,126,467,0
90,56,74,141,331,1
69,38,116,209,312,0
64,103,96,35,471,0
141,85,94,139,601,0
142,38,115,125,489,0
115,108,58,171,647,0
86,76,83,185,672,0
144,143,121,34,583,0
76,109,121,292,417,0
88,81,125,125,402,1
133,66,143,94,526,0
127,109,139,264,434,0
99,66,42,196,324,0
122,130,68,111,505,0
118,109,85,130,497,0
65,124,96,32,478,0
122,145,41,234,379,0
106,45,92,189,609,0
113,142,125,278,427,0
80,146,108,47,681,0
72,55,71,291,370,0
118,142,51,46,328,1
104,71,60,183,543,0
72,128,52,132,525,0
133,47,150,229,665,0
79,97,62,298,672,0
147,47,127,123,608,0
61,82,45,214,594,0
80,60,77,269,585,0
88,83,66,277,502,1
125,96,120,278,323,0
130,31,120,268,363,0
107,113,104,67,438,0
106,85,84,43,390,0
144,71,55,82,489,0
60,75,123,175,497,0
78,61,57,119,667,0
116,33,116,146,378,1
87,126,137,296,518,0
97,123,67,224,644,0
92,39,101,117,526,0
104,143,89,70,610,0
119,142,72,205,694,0
61,132,109,151,543,0
60,84,122,115,511,0
136,31,59,210,414,1
123,132,119,152,436,0
112,150,87,281,417,0
73,42,49,138,476,0
66,60,74,178,525,0
108,137,105,237,379,0
133,61,72,140,612,0
105,109,78,97,698,0
111,112,63,269,468,0
139,108,96,182,417,0
97,143,46,160,414,1
110,42,76,215,301,0
90,66,87,276,565,0
130,95,46,127,325,0
78,113,110,40,324,1
107,60,131,247,547,0
80,41,48,58,476,0
147,115,139,270,381,0
71,39,115,83,552,0
104,113,110,264,395,0
71,142,61,135,394,1
131,72,87,122,320,0
144,132,124,219,321,0
77,33,119,240,631,0
81,52,61,226,590,0
79,125,87,125,625,0
102,135,75,33,575,0
125,31,90,172,574,0
99,133,63,293,510,0
79,65,52,42,333,0
64,118,124,252,589,0
137,96,45,63,451,0
111,74,100,92,338,1
61,123,63,229,592,0
76,39,71,62,352,0
110,93,54,235,624,0
103,50,130,253,604,0
98,70,144,254,584,0
70,100,61,123,516,0
120,34,139,263,684,0
95,128,125,185,511,1
95,39,132,71,391,0
100,74,119,175,699,0
114,126,123,51,517,0
87,138,109,208,516,1
150,34,64,82,689,0
72,55,104,253,331,0
132,113,103,83,369,0
140,89,87,157,672,0
65,150,75,169,446,1
125,134,56,226,342,0
130,120,94,171,692,0
83,106,99,85,553,0
114,31,150,143,572,0
150,94,59,191,686,0
93,101,145,40,367,1
101,41,120,166,644,0
111,56,110,235,632,0
84,129,139,204,641,0
121,54,125,278,394,0
138,116,74,121,407,1
134,46,96,266,674,0
112,96,86,236,380,0
114,105,50,258,622,0
84,127,96,258,430,0
133,109,41,243,320,0
115,71,112,294,330,0
97,60,89,113,490,0
134,112,131,139,312,0
139,88,84,251,613,0
79,146,118,144,555,0
114,124,74,201,555,0
108,145,64,174,692,0
130,30,77,263,521,0
133,146,55,300,611,1
117,100,75,191,610,0
108,133,60,283,509,0
119,124,140,214,602,0
108,106,136,153,433,0
124,145,75,166,307,0
145,81,69,114,642,0
102,130,72,219,502,1
148,67,108,124,321,0
146,41,141,249,363,0
103,30,119,149,456,0
88,88,118,204,522,0
109,60,84,58,664,0
118,83,141,71,582,0
138,70,131,209,540,1
140,141,82,244,486,0
125,136,57,160,655,0
88,110,54,229,612,0
110,70,43,59,303,0
147,75,57,279,456,0
83,93,59,44,446,0
118,100,63,162,446,0
104,96,137,105,354,0
85,122,59,257,440,0
62,62,144,300,441,0
70,50,46,219,343,1
137,138,146,132,431,0
83,46,59,61,388,0
71,37,86,41,694,0
88,91,150,173,372,0
127,120,138,41,511,0
66,122,139,186,667,0
127,44,137,216,413,0
117,45,47,109,699,0
128,55,114,234,327,0
83,149,142,265,455,0
93,122,111,225,485,0
112,49,129,238,629,0
126,87,56,137,571,0
148,84,67,82,381,0
97,144,76,94,688,0
79,41,53,197,566,0
81,33,63,189,572,0
82,91,47,76,356,0
72,117,92,117,466,0
98,117,112,165,684,0
86,94,63,208,672,0
122,36,121,70,578,0
146,107,81,117,598,0
90,99,109,284,313,0
73,48,51,285,641,0
97,114,82,135,636,0
67,141,89,89,338,1
144,75,85,266,495,0
133,74,99,64,573,0
97,145,140,153,463,0
106,141,107,204,354,0
75,136,56,145,551,0
124,133,72,64,384,1
137,59,103,289,520,0
77,106,51,89,662,0
116,124,139,248,600,1
60,38,139,131,530,0
73,132,128,281,462,0
68,45,69,270,481,0
139,34,52,195,421,0
111,98,74,115,511,0
74,75,61,289,466,1
130,135,75,141,561,0
123,70,131,109,523,0
93,39,101,223,629,0
90,128,43,97,492,0
109,132,140,75,450,1
133,47,121,43,500,0
139,65,129,264,458,0
139,51,119,268,359,0
74,140,135,164,699,0
81,137,81,280,426,0
110,139,78,152,493,0
107,103,52,101,434,0
139,132,130,159,313,0
81,126,86,35,614,0
64,57,62,198,401,0
109,69,145,194,318,0
139,97,118,144,622,0
144,63,92,41,576,0
121,33,99,283,601,0
122,68,119,281,345,0
104,32,141,167,639,0
73,40,82,222,311,0
141,85,55,262,692,0
82,90,53,129,681,0
60,128,122,292,540,0
60,100,136,131,639,0
72,76,55,245,523,0
147,48,120,223,424,0
94,58,109,277,317,0
116,145,73,281,667,0
98,124,115,220,436,0
144,85,122,266,417,0
95,52,88,99,439,0
111,54,135,58,472,0
122,122,49,42,444,0
93,110,69,101,301,0
147,89,131,130,512,0
136,96,69,78,368,1
80,144,85,290,415,0
76,71,97,146,436,0
135,53,136,129,362,0
133,37,109,89,602,0
100,136,96,202,406,0
76,129,86,238,315,0
121,98,84,100,334,0
101,43,54,283,365,0
144,58,125,102,321,0
127,140,61,50,300,0
96,66,135,217,578,0
64,129,79,223,520,0
142,145,46,121,423,1
101,58,81,289,680,0
82,140,128,171,366,0
140,124,106,92,576,0
143,101,50,224,659,0
92,75,87,136,557,0
98,103,47,258,337,0
107,110,145,52,337,0
102,55,118,146,350,0
132,76,148,117,342,0
61,149,85,261,542,1
150,75,62,129,453,0
72,51,77,198,592,0
135,128,149,286,354,0
82,104,145,252,306,0
106,46,132,79,444,0
115,34,126,50,597,0
60,98,125,116,551,0
110,141,68,291,695,0
97,32,83,262,579,0
103,62,41,253,654,0
79,67,54,109,509,0
66,144,68,171,470,0
87,39,113,289,557,0
82,103,80,97,409,0
62,114,44,143,548,0
116,50,68,125,559,0
69,75,102,211,660,0
70,145,131,171,654,0
121,46,111,174,580,0
61,79,97,229,538,0
73,136,86,127,373,1
75,89,99,125,475,0
132,41,140,40,427,0
127,52,147,252,417,0
108,38,106,149,394,1
97,142,133,132,542,0
117,121,135,134,567,0
127,85,59,32,409,0
148,124,134,134,396,0
146,51,46,79,528,0
136,139,146,59,483,0
132,126,100,144,442,0
144,36,129,225,362,0
67,48,129,202,587,0
135,43,72,280,447,0
67,149,93,89,543,0
111,142,101,188,465,0
126,108,127,235,662,0
120,79,119,115,408,1
93,70,89,227,563,0
146,102,145,113,517,0
136,148,56,221,323,0
127,80,113,98,605,0
86,54,135,34,453,0
140,64,98,229,685,0
104,150,126,260,654,0
100,112,139,94,664,0
89,68,90,196,398,1
78,52,42,34,626,0
135,132,57,71,650,0
131,105,80,210,427,0
97,106,143,160,368,0
70,33,146,229,497,0
90,125,70,293,476,0
65,140,103,216,445,0
74,112,123,136,610,0
68,85,57,109,467,0
79,128,85,279,444,0
64,115,118,35,381,0
141,108,47,128,322,0
90,122,130,209,425,0
75,113,132,251,438,0
116,77,58,30,483,0
80,75,134,269,308,0
85,79,73,259,590,0
120,64,108,30,505,0
81,74,57,80,677,0
118,97,63,116,339,0
148,52,58,239,647,0
97,110,79,175,649,0
103,97,73,211,522,0
145,142,104,111,374,0
113,82,61,197,374,0
75,91,80,179,447,0
83,46,75,31,646,0
111,141,137,139,357,0
89,109,55,118,693,0
128,92,100,128,505,0
71,99,70,123,448,0
86,144,121,229,502,0
140,77,100,202,553,0
120,72,86,207,423,0
138,34,67,50,575,0
96,150,55,201,306,0
65,115,108,297,550,1
74,102,109,88,357,1
138,71,70,78,309,1
139,36,88,280,697,0
103,42,92,216,436,1
101,109,148,105,644,0
95,90,88,92,582,0
77,125,71,227,475,1
115,124,44,250,352,0
147,105,124,34,680,0
138,131,147,224,523,0
137,113,59,192,700,0
103,128,144,261,310,0
87,59,71,215,338,0
64,49,85,252,373,0
100,77,131,103,361,0
87,47,138,220,677,0
141,135,137,139,421,0
141,86,120,94,594,0
91,129,88,267,631,0
145,43,40,165,661,0
67,72,79,292,618,0
77,121,142,45,397,0
117,144,137,280,574,0
104,128,70,55,458,0
67,88,131,177,619,0
90,48,149,32,698,0
129,58,147,249,461,0
78,104,110,187,426,0
135,100,127,52,615,0
91,149,103,174,523,0
78,49,64,79,335,0
107,56,96,81,698,0
136,44,132,130,637,0
86,98,136,101,562,0
81,109,107,185,609,0
126,32,42,192,605,0
106,80,142,260,337,0
67,115,51,132,467,0
144,94,79,38,583,0
78,35,94,90,408,0
140,76,100,103,598,0
149,148,44,183,324,0
82,31,110,221,631,0
127,104,135,259,519,0
142,100,96,268,521,0
123,78,91,142,471,0
88,95,126,229,490,1
120,128,145,243,304,0
82,111,114,165,586,0
84,89,108,73,556,0
108,67,103,43,562,0
60,100,141,199,508,0
75,89,99,168,545,0
125,55,49,299,409,0
60,115,86,80,312,1
77,84,107,294,687,0
127,134,125,270,579,0
127,92,96,259,325,0
123,64,90,124,613,0
124,59,59,231,476,0
141,55,125,164,600,0
125,92,51,34,662,0
102,36,44,77,439,0
118,119,43,113,608,0
130,39,149,76,341,0
150,53,130,112,416,1
99,63,126,243,362,0
106,76,85,295,528,1
126,59,125,138,648,0
99,32,112,298,370,0
131,97,142,151,543,0
135,142,112,213,549,0
141,74,46,138,518,0
141,45,78,148,691,0
108,43,102,226,460,1
142,45,64,184,415,1
114,53,97,229,465,1
94,106,98,234,483,1
125,107,104,154,510,0
138,34,67,192,533,0
74,137,127,290,389,0
107,82,62,264,321,0
148,122,73,119,332,0
76,125,42,85,446,0
85,114,136,90,438,0
76,127,148,228,677,0
65,38,93,209,545,0
85,58,83,70,468,0
68,122,146,193,639,0
136,112,43,268,424,0
83,148,101,260,625,0
77,147,68,206,676,0
147,141,48,127,474,0
136,73,75,136,448,0
100,124,83,174,406,0
119,69,135,250,431,0
138,90,83,203,504,1
94,91,123,222,629,0
134,56,71,43,610,0
77,62,149,34,582,0
109,61,81,190,452,0
66,33,130,216,534,0
130,76,75,204,431,0
135,90,42,174,413,1
138,41,52,141,575,0
125,40,91,194,577,0
67,116,80,107,311,0
143,105,71,186,577,0
109,142,47,262,507,0
94,66,102,244,572,0
70,120,96,241,700,0
106,117,48,154,576,0
132,67,123,101,507,0
132,76,70,293,583,0
78,50,128,134,378,1
140,31,120,145,391,1
