like_school,wenke_school,chinese,math,english,physics,chemistry,biology,politics,history,geography,location,time,wenke_score,like_score
成都航空职业技术学院,阿坝师范学院,82,121,46,90,32,34,95,32,95,福建,2019,471,405
华南师范大学,西北政法大学,80,108,139,92,89,46,95,45,78,广西,2023,545,554
海南医学院,华南师范大学,82,148,150,32,34,37,32,89,53,江苏,2025,554,483
四川机电职业技术学院,阿坝师范学院,105,50,100,34,47,60,84,97,35,海南,2019,471,396
成都理工大学,暨南大学,123,148,95,46,37,78,93,47,54,江苏,2016,560,527
浙江工业大学,湖北第二师范学院,101,108,86,31,40,67,52,92,47,天津,2019,486,433
曲阜师范大学,长江师范学院,121,143,45,67,36,86,63,33,52,新疆,2018,457,498
武汉电力职业技术学院,成都银杏酒店管理学院,82,41,62,76,64,65,83,88,65,甘肃,2018,421,390
郑州师范学院,浙江海洋大学,111,46,135,38,60,85,80,45,71,天津,2018,488,475
广东医科大学,哈尔滨医科大学,143,70,76,83,90,70,100,68,61,宁夏,2024,518,532
贵州盛华职业学院,广西外国语学院,83,42,63,31,74,32,73,73,83,江苏,2024,417,325
长江师范学院,海南医学院,124,82,113,32,64,42,79,54,31,甘肃,2016,483,457
暨南大学,桂林理工大学,139,92,68,79,98,84,31,61,89,浙江,2020,480,560
重庆机电职业技术大学,成都理工大学工程技术学院,133,36,64,72,74,34,98,84,32,贵州,2022,447,413
广州南方学院,黔南民族师范学院,133,89,46,60,33,71,100,54,39,辽宁,2018,461,432
襄阳职业技术学院,四川工业科技学院,115,82,44,44,46,60,54,55,91,吉林,2019,441,391
中国石油大学（华东）,遵义医科大学,132,110,108,40,89,69,45,38,82,上海,2018,515,548
重庆电力高等专科学校,青岛港湾职业技术学院,71,42,92,46,37,93,65,48,36,河北,2020,354,381
广州大学,南方医科大学,108,92,97,99,84,55,83,79,85,西藏,2024,544,535
广州大学,四川轻化工大学,149,81,71,58,88,88,91,39,59,湖北,2025,490,535
西南财经大学天府学院,华北水利水电大学,68,111,130,37,36,46,35,48,37,河北,2017,429,428
中国海洋大学,兰州大学,68,128,143,72,83,87,74,71,89,西藏,2020,573,581
湘潭大学,华东理工大学,139,94,119,58,71,44,97,84,50,江苏,2025,583,525
青岛港湾职业技术学院,景德镇艺术职业大学,72,36,97,43,73,34,72,94,55,天津,2020,426,355
成都航空职业技术学院,郑州商学院,61,43,104,89,33,73,68,81,78,上海,2019,435,403
浙江工业大学,日照职业技术学院,65,98,46,83,72,70,64,53,62,浙江,2019,388,434
广东财经大学,湖南师范大学,77,122,125,47,67,86,80,72,65,海南,2022,541,524
四川工业科技学院,福州大学,117,72,111,76,33,32,67,90,98,浙江,2023,555,441
四川文化艺术学院,贵州民族大学,132,67,103,41,32,63,83,54,38,云南,2024,477,438
重庆大学,北京科技大学,92,126,147,46,82,92,59,91,76,福建,2016,591,585
珠海科技学院,山东师范大学,125,43,84,58,44,82,92,97,60,贵州,2022,501,436
湖南科技大学潇湘学院,西安工商学院,77,40,104,84,72,54,38,56,36,广东,2025,351,431
浙江海洋大学,广州航海学院,68,101,102,76,42,99,31,91,77,广东,2017,470,488
成都理工大学,宁波大学,88,145,127,70,41,56,35,54,85,宁夏,2016,534,527
四川外国语大学,长江师范学院,87,50,142,73,42,69,81,63,34,湖北,2020,457,463
郑州商学院,四川师范大学,74,143,48,56,53,61,80,69,70,广西,2025,484,435
广州铁路职业技术学院,成都航空职业技术学院,104,93,40,33,62,52,88,39,40,福建,2019,404,384
湖北经济学院法商学院,武汉轻工大学,85,120,51,90,63,44,70,82,89,青海,2022,497,453
广州新华学院,长沙卫生职业学院,76,90,41,31,98,76,51,89,42,陕西,2017,389,412
中国民用航空飞行学院,海南医学院,102,85,81,48,97,78,54,64,97,安徽,2021,483,491
上海电力大学,哈尔滨医科大学,88,132,113,54,93,59,82,71,32,青海,2023,518,539
浙江海洋大学,广州大学,118,108,123,57,52,30,65,48,73,四川,2023,535,488
,东南大学,143,62,144,99,100,71,89,93,98,贵州,2019,629,619
湖南师范大学,上海外国语大学,146,53,136,30,79,98,90,66,99,四川,2022,590,542
江西科技学院,海南科技职业大学,126,39,41,46,79,79,50,45,33,吉林,2019,334,410
湖北汽车工业学院,曲阜师范大学,65,130,120,49,67,58,67,34,82,陕西,2021,498,489
江西科技学院,日照职业技术学院,83,36,84,90,51,66,59,57,69,贵州,2019,388,410
广东外语外贸大学南国商学院,四川师范大学,82,90,133,31,45,49,61,67,51,山西,2018,484,430
西南石油大学,深圳技术大学,149,87,89,42,68,95,62,62,100,北京,2023,549,530
广东财经大学,湖北科技学院,97,79,148,86,51,63,47,61,60,内蒙古,2019,492,524
湖北工业大学,桂林理工大学,123,73,120,40,67,82,33,99,32,吉林,2024,480,505
湖北师范大学,湖南医药学院,121,135,71,61,69,45,59,30,95,广西,2019,511,502
南昌医学院,南京师范大学,133,69,107,74,81,55,96,91,66,西藏,2025,562,519
桂林理工大学,成都体育学院,82,94,79,59,85,81,66,60,83,西藏,2021,464,480
成都体育学院,宁波大学,111,132,45,57,56,63,61,95,90,北京,2024,534,464
山东畜牧兽医职业学院,四川旅游学院,94,67,94,67,53,31,84,57,63,广西,2021,459,406
辽宁大学,成都工业学院,143,122,69,64,82,88,48,49,35,福建,2018,466,568
湖北科技学院,西南大学,137,43,123,30,88,71,52,100,85,青海,2022,540,492
福州大学,上海电力大学,98,84,144,67,95,67,70,85,58,甘肃,2022,539,555
重庆大学,中国传媒大学,145,132,119,72,67,51,60,59,88,黑龙江,2022,603,586
河南护理职业学院,四川机电职业技术学院,62,51,64,65,76,67,66,68,85,浙江,2017,396,385
安顺学院,哈尔滨医科大学,101,57,143,44,47,60,87,41,89,四川,2017,518,452
郑州西亚斯学院,长沙学院,144,69,46,61,55,73,74,53,96,吉林,2020,482,448
广州民航职业技术学院,武汉船舶职业技术学院,90,52,108,45,57,41,47,41,30,湖南,2021,368,393
汕头大学,辽宁大学,123,90,117,48,58,80,92,69,75,贵州,2016,566,516
清华大学,四川大学,150,128,119,88,99,51,94,59,50,江西,2023,600,635
青岛港湾职业技术学院,江西科技学院,66,46,48,70,82,41,61,94,95,辽宁,2019,410,353
华东理工大学,东南大学,129,128,143,47,51,85,79,64,86,辽宁,2021,629,583
广东外语外贸大学南国商学院,沈阳医学院,99,109,80,50,59,33,57,83,72,天津,2025,500,430
曲阜师范大学,重庆中医药学院,137,32,126,36,85,82,71,76,67,吉林,2017,509,498
广州航海学院,浙江工业大学,87,34,112,37,100,100,95,59,46,宁夏,2020,433,470
日照职业技术学院,川北幼儿师范高等专科学校,105,79,60,31,61,52,33,31,87,甘肃,2021,395,388
遵义医科大学,韶关学院,82,114,103,75,56,85,65,49,47,重庆,2018,460,515
贵州师范大学,长沙理工大学,86,79,119,72,68,69,85,88,57,福建,2016,514,493
曲阜师范大学,川北医学院,62,138,93,89,86,30,58,93,52,山西,2020,496,498
广州民航职业技术学院,西安铁路职业技术学院,69,38,86,49,52,99,33,63,94,湖北,2023,383,393
四川师范大学,四川音乐学院,78,115,127,33,85,46,37,60,37,西藏,2020,454,484
四川警察学院,湖北师范大学,120,106,116,70,41,76,43,36,81,吉林,2019,502,529
珠海科技学院,广州城市理工学院,96,63,62,51,90,74,39,72,93,河北,2020,425,436
山东财经大学,四川外国语大学,74,120,69,55,99,68,66,40,94,辽宁,2017,463,485
广东外语外贸大学南国商学院,黔南民族师范学院,86,73,81,35,75,80,50,88,83,重庆,2019,461,430
桂林理工大学,延安职业技术学院,87,47,144,80,76,46,39,48,33,北京,2022,398,480
山东畜牧兽医职业学院,泉州信息工程学院,85,76,65,54,32,94,75,41,74,浙江,2020,416,406
东华大学,苏州科技大学,70,125,135,95,80,69,49,73,56,北京,2016,508,574
广州大学,湖北经济学院法商学院,130,64,106,81,99,55,42,55,56,吉林,2024,453,535
川北医学院,哈尔滨医科大学,117,61,146,40,99,33,61,38,95,甘肃,2017,518,496
上海外国语大学,成都中医药大学,118,88,150,80,54,100,75,31,50,陕西,2022,512,590
成都航空职业技术学院,三峡大学科技学院,64,57,103,43,87,48,31,40,92,海南,2018,387,402
广东外语外贸大学南国商学院,丽江师范高等专科学校,119,65,47,46,85,68,40,57,36,江西,2024,364,430
山东师范大学,贵州民族大学,114,61,145,99,50,38,36,37,84,湖北,2023,477,507
广东财经大学,郑州师范学院,116,65,127,98,87,31,68,60,39,宁夏,2016,475,524
四川警察学院,河南理工大学,71,148,89,73,73,75,55,32,79,海南,2017,474,529
成都医学院,广东医科大学,146,58,129,61,74,91,54,93,51,甘肃,2017,531,559
天津大学,华东师范大学,134,132,130,72,90,65,96,47,89,天津,2019,628,623
广东药科大学,湖南大学,96,108,119,69,68,35,88,99,82,宁夏,2016,592,495
湖南师范大学,湖北第二师范学院,106,110,73,66,92,95,54,90,53,福建,2023,486,542
重庆人文科技学院,海口经济学院,75,115,65,48,96,44,46,66,44,内蒙古,2017,411,443
遵义医科大学,长江大学,121,101,109,87,52,45,41,50,51,黑龙江,2019,473,515
西安铁路职业技术学院,青岛港湾职业技术学院,71,42,67,53,94,56,80,61,31,陕西,2023,352,383
遵义医科大学,,106,138,137,32,58,44,97,98,64,贵州,2017,640,515
西南石油大学,南京师范大学,104,124,114,61,74,53,91,40,90,江西,2021,563,530
成都大学,湖南医药学院,82,92,110,63,40,80,71,60,96,山东,2016,511,467
广州大学,贵州师范大学,106,53,120,60,100,97,88,75,51,山东,2022,493,536
四川轻化工大学,成都体育学院,97,88,97,81,74,53,30,66,86,新疆,2024,464,490
西北政法大学,重庆中医药学院,111,95,139,68,93,39,45,50,69,天津,2024,509,545
青海卫生职业技术学院,郑州西亚斯学院,78,63,97,35,38,48,79,94,39,北京,2020,450,359
郑州师范学院,西南交通大学,120,125,59,53,37,81,77,98,85,宁夏,2020,564,475
湖南师范大学,广东医科大学,86,136,134,74,78,34,47,44,84,海南,2016,531,542
长沙理工大学,遵义医科大学医学与科技学院,136,128,47,91,33,79,50,38,80,山西,2023,479,514
云南林业职业技术学院,吉利学院,107,35,66,38,57,39,35,77,95,天津,2020,415,342
桂林医学院,武汉生物工程学院,124,138,42,51,59,80,42,67,31,甘肃,2017,444,494
上海政法学院,湖北大学,99,99,143,66,73,57,88,36,55,江西,2019,520,537
湖北民族大学,海南医学院,140,88,88,60,41,100,53,34,80,上海,2018,483,517
厦门理工学院,遵义医科大学医学与科技学院,88,103,103,83,33,96,46,93,46,江西,2017,479,506
温州医科大学,桂林理工大学,86,82,132,87,90,95,41,68,71,江苏,2019,480,572
浙江理工大学,广州航海学院,108,99,92,54,97,71,57,55,59,西藏,2018,470,521
上海政法学院,四川外国语大学,68,90,128,74,93,85,49,43,85,浙江,2024,463,538
漯河医学高等专科学校,湖南铁路科技职业技术学院,88,58,59,55,96,30,40,71,76,河北,2024,392,386
成都银杏酒店管理学院,重庆工程学院,90,34,115,54,51,77,31,66,83,西藏,2024,419,421
重庆中医药学院,北京科技大学,121,131,99,32,76,50,68,95,77,安徽,2022,591,509
湖北民族大学,贵阳学院,96,127,68,35,100,91,58,61,55,四川,2020,465,517
成都大学,贵州中医药大学时珍学院,78,98,121,42,38,90,58,76,31,广西,2019,462,467
中国政法大学,天津大学,148,144,135,47,52,85,43,59,94,湖北,2019,623,611
四川大学,长江大学,103,142,117,94,45,97,40,31,40,山东,2017,473,598
成都银杏酒店管理学院,阿坝师范学院,74,101,80,64,57,45,92,37,87,新疆,2017,471,421
郑州西亚斯学院,贵州中医药大学时珍学院,131,43,106,75,50,45,34,59,89,云南,2017,462,450
青岛恒星科技学院,湖北医药学院药护学院,108,91,75,35,78,53,62,51,100,辽宁,2022,487,440
四川大学,中国石油大学（北京）,126,115,130,77,81,71,69,73,52,天津,2022,565,600
广州大学,河南理工大学,85,110,101,82,71,86,49,76,53,贵州,2024,474,535
广州城市理工学院,浙江工业大学,79,58,63,96,57,72,82,78,74,海南,2021,434,425
东华大学,山东师范大学,85,116,126,91,81,75,57,49,68,江西,2018,501,574
景德镇艺术职业大学,广州新华学院,118,82,51,90,32,53,59,64,38,河南,2016,412,426
辽宁大学,苏州科技大学,137,77,118,62,81,93,62,81,33,上海,2019,508,568
华南师范大学,,124,122,132,45,79,52,85,92,84,湖北,2019,639,554
青岛恒星科技学院,重庆医科大学,95,92,127,33,40,53,30,96,73,内蒙古,2019,513,440
河南理工大学,山东师范大学,144,90,43,95,59,43,92,56,82,甘肃,2023,507,474
浙江理工大学,重庆大学,102,112,146,62,39,60,91,78,58,上海,2018,587,521
重庆旅游职业学院,河南护理职业学院,106,54,42,58,42,58,52,32,99,湖北,2024,385,360
首都师范大学,四川大学,110,137,127,91,60,45,99,52,74,广西,2020,599,570
郑州西亚斯学院,湖北经济学院法商学院,114,79,105,81,34,37,42,61,52,北京,2025,453,450
浙江工业大学,阿坝师范学院,66,125,71,69,69,33,50,64,95,湖南,2017,471,433
景德镇艺术职业大学,成都理工大学工程技术学院,80,71,85,58,49,83,58,54,99,云南,2023,447,426
四川外国语大学,广州医科大学,139,108,84,58,42,32,84,32,100,辽宁,2017,547,463
四川工业科技学院,浙江工业大学,111,118,40,54,65,53,36,35,94,吉林,2017,434,441
西南大学,武汉轻工大学,93,130,99,53,85,80,70,34,71,天津,2024,497,540
安阳师范学院,成都银杏酒店管理学院,83,124,44,97,85,48,70,34,66,山西,2025,421,481
西南石油大学,河海大学,79,129,126,94,31,71,97,42,98,江西,2016,571,530
海南科技职业大学,青岛港湾职业技术学院,80,30,59,47,67,49,80,59,44,江苏,2017,352,332
绵阳城市学院,宝鸡职业技术学院,104,109,58,33,38,95,41,36,34,青海,2025,382,437
重庆中医药学院,安阳师范学院,137,75,91,87,34,85,62,43,73,江西,2025,481,509
安顺学院,辽宁大学,126,98,127,31,36,34,79,89,49,辽宁,2017,568,452
贵阳学院,南昌大学,147,51,103,82,47,35,58,97,72,广西,2020,528,465
韶关学院,贵州师范大学,96,92,66,71,57,78,95,68,76,内蒙古,2019,493,460
湖南大学,南京师范大学,143,86,120,50,98,95,74,73,67,山西,2024,563,592
南京航空航天大学,西南交通大学,130,147,104,30,70,99,89,41,53,河北,2017,564,580
长沙学院,深圳大学,95,92,142,60,46,47,95,94,59,甘肃,2022,577,482
成都理工大学,湖北师范大学,121,148,86,43,86,43,70,38,39,吉林,2016,502,527
湖南医药学院,中国石油大学（北京）,127,127,84,41,41,91,84,64,79,贵州,2020,565,511
贵州中医药大学时珍学院,海口经济学院,96,69,93,64,81,59,82,31,40,黑龙江,2019,411,462
重庆交通职业学院,长沙卫生职业学院,72,44,52,31,75,42,77,51,93,江苏,2024,389,316
成都师范学院,贵州大学,76,133,120,85,30,34,33,77,94,重庆,2019,533,478
贵州师范大学,山东师范大学,131,91,96,48,88,39,30,82,71,内蒙古,2020,501,493
安阳师范学院,百色学院,150,30,84,42,83,92,70,54,68,四川,2024,456,481
渭南职业技术学院,伊犁职业技术学院,62,40,66,84,65,60,48,65,41,贵州,2023,322,377
延安职业技术学院,湖南城建职业技术学院,90,36,57,82,93,40,39,97,57,上海,2019,376,398
湖北科技学院,北部湾大学,79,148,50,91,48,76,32,85,82,广东,2016,476,492
成都银杏酒店管理学院,湖南科技大学潇湘学院,84,109,40,57,92,39,83,67,48,重庆,2020,431,421
四川旅游学院,黔南民族师范学院,61,123,67,61,76,71,93,44,73,四川,2017,461,459
四川民族学院,湖南医药学院,68,121,73,59,94,57,79,86,84,云南,2019,511,472
青岛恒星科技学院,长沙卫生职业学院,121,86,49,84,68,32,46,41,46,湖北,2017,389,440
长沙学院,德宏职业学院,63,67,120,92,63,77,39,45,44,河南,2020,378,482
湖北中医药大学,重庆邮电大学,61,142,96,69,33,98,89,53,82,安徽,2020,523,499
暨南大学,山东大学（威海）,114,148,116,77,46,59,99,77,42,江苏,2016,596,560
山东大学（威海）,西南交通大学,112,131,148,37,93,75,34,42,97,贵州,2022,564,596
重庆第二师范学院,四川外国语大学,90,108,69,75,69,44,54,62,80,江苏,2024,463,455
广东医科大学,阿坝师范学院,100,117,112,92,73,38,69,34,39,上海,2016,471,532
遵义医科大学,四川旅游学院,150,57,89,79,45,95,52,46,65,湖北,2017,459,515
重庆机电职业技术大学,华北水利水电大学,100,105,51,70,41,46,91,32,50,内蒙古,2017,429,413
湖北科技学院,四川师范大学,66,131,89,73,94,39,89,43,66,青海,2021,484,492
重庆工程学院,丽江师范高等专科学校,87,32,56,89,92,63,100,44,45,云南,2023,364,419
西南财经大学天府学院,四川音乐学院,89,58,113,38,81,49,58,84,52,山西,2016,454,428
成都航空职业技术学院,西安工商学院,117,53,51,60,68,56,46,53,31,河北,2021,351,405
浙江工业大学,重庆对外经贸学院,62,110,55,60,90,56,41,74,80,河南,2024,422,433
南京中医药大学,山东大学（威海）,87,127,145,96,42,55,73,80,84,甘肃,2024,596,552
海南科技职业大学,广州新华学院,69,46,73,46,31,69,80,53,91,江苏,2024,412,334
广东药科大学,湖北医药学院药护学院,83,132,92,76,43,69,54,75,51,黑龙江,2019,487,495
曲阜师范大学,华南师范大学,138,75,111,59,45,70,97,71,62,安徽,2017,554,498
四川民族学院,重庆中医药学院,102,96,137,30,60,47,48,77,49,宁夏,2023,509,472
绵阳城市学院,郑州西亚斯学院,102,112,84,36,42,61,45,60,47,云南,2018,450,437
广东外语外贸大学南国商学院,桂林理工大学,89,106,87,30,39,79,71,32,95,上海,2023,480,430
四川工业科技学院,四川旅游学院,95,53,108,68,47,70,60,44,99,吉林,2018,459,441
山东师范大学,吉利学院,109,87,58,53,95,99,33,88,40,西藏,2025,415,501
广州医科大学,南京师范大学,146,95,98,66,79,63,49,74,100,广西,2017,562,547
西昌学院,长江大学,91,132,52,35,95,53,62,60,76,湖南,2025,473,458
青海卫生职业技术学院,成都航空职业技术学院,99,40,64,54,59,43,87,31,81,广东,2023,402,359
江西科技学院,四川农业大学,83,109,51,44,49,74,91,96,92,黑龙江,2020,522,410
上海政法学院,重庆邮电大学,99,128,107,74,90,39,48,82,59,江西,2017,523,537
福州大学,成都信息工程大学,128,50,142,91,82,62,87,46,51,湖北,2019,504,555
天津海运职业学院,日照职业技术学院,94,47,70,95,38,56,36,70,71,山西,2022,388,400
成都银杏酒店管理学院,山东畜牧兽医职业学院,77,69,92,75,35,73,86,40,42,宁夏,2019,406,421
广东外语外贸大学南国商学院,重庆移通学院,67,67,78,71,65,82,96,41,69,云南,2019,418,430
,南方医科大学,139,127,90,72,95,96,65,71,51,宁夏,2020,543,619
重庆移通学院,河南护理职业学院,87,84,62,59,38,88,42,53,57,新疆,2017,385,418
辽宁大学,广州航海学院,133,97,109,85,45,99,41,53,37,安徽,2024,470,568
成都大学,湖北汽车工业学院,110,36,124,56,73,68,99,44,76,宁夏,2019,489,467
遵义医科大学医学与科技学院,广东财经大学,139,135,47,40,55,63,67,63,73,黑龙江,2019,524,479
汕头大学,安阳师范学院,62,134,113,77,64,66,53,45,74,陕西,2016,481,516
南昌医学院,湖北中医药大学,134,46,113,97,44,85,66,83,57,广东,2019,499,519
广东药科大学,湖北第二师范学院,95,63,130,92,46,69,67,42,89,湖北,2021,486,495
山东财经大学,安阳师范学院,94,43,139,52,97,60,69,46,90,西藏,2020,481,485
浙江海洋大学,四川文化艺术学院,86,77,131,70,46,78,36,74,34,内蒙古,2022,438,488
兰州博文科技学院,重庆工程学院,80,45,107,53,49,93,76,50,61,黑龙江,2025,419,427
贵阳学院,成都师范学院,73,31,138,91,33,99,98,42,96,贵州,2025,478,465
温州医科大学,北京交通大学,145,139,117,63,50,58,55,70,83,宁夏,2020,609,572
成都理工大学工程技术学院,江南大学,127,61,113,52,55,39,89,95,71,上海,2024,556,447
湖南大学,对外经济贸易大学,143,131,108,85,62,66,84,67,88,海南,2025,621,595
,中山大学,124,144,147,99,66,71,86,70,62,内蒙古,2021,633,651
四川民族学院,重庆邮电大学,85,127,122,52,53,33,34,99,56,黑龙江,2020,523,472
日照职业技术学院,湘潭医卫职业技术学院,128,30,67,52,57,54,30,48,77,贵州,2025,380,388
海口经济学院,吉利学院,130,63,58,55,62,43,63,68,33,云南,2016,415,411
西南石油大学,中国传媒大学,117,123,95,51,57,87,78,95,95,安徽,2020,603,530
重庆电力高等专科学校,河南护理职业学院,65,80,44,75,87,30,68,59,69,河北,2022,385,381
湖北民族大学,南昌大学,150,72,120,72,60,43,97,45,44,山西,2022,528,517
深圳大学,华中农业大学,144,83,142,97,57,54,42,78,57,广东,2025,546,577
河南理工大学,南昌大学,82,139,96,35,79,43,81,88,42,吉林,2020,528,474
成都师范学院,吉利学院,102,107,44,54,95,76,67,31,64,湖北,2023,415,478
重庆机电职业技术大学,湖北生物科技职业学院,89,100,42,52,62,68,59,47,38,黑龙江,2025,375,413
湖北科技学院,四川旅游学院,143,114,52,57,32,94,32,76,42,江苏,2017,459,492
成都航空职业技术学院,湖南三一工业职业技术学院,79,50,64,44,94,73,39,35,64,湖北,2019,331,404
广西师范大学,武汉纺织大学外经贸学院,88,48,75,61,54,94,89,96,43,浙江,2019,439,420
郑州西亚斯学院,郑州西亚斯学院,144,73,43,88,37,63,75,64,51,黑龙江,2016,450,448
四川师范大学,重庆中医药学院,129,149,44,62,41,59,52,41,94,安徽,2017,509,484
南京航空航天大学,重庆大学,116,146,111,59,96,51,95,63,57,福建,2020,588,579
延安职业技术学院,哈尔滨医科大学,84,67,88,55,35,68,99,96,84,云南,2020,518,397
南京中医药大学,山东大学,102,114,141,86,55,54,91,99,42,福建,2025,589,552
海南政法职业学院,成都航空职业技术学院,92,55,43,30,78,74,68,66,81,天津,2019,405,372
兰州博文科技学院,湖北工业大学,69,149,78,47,49,35,88,38,83,湖南,2025,505,427
成都航空职业技术学院,重庆移通学院,67,103,42,92,56,42,89,87,30,甘肃,2017,418,402
河北外国语学院,郑州西亚斯学院,129,93,76,44,44,37,47,34,71,海南,2020,450,423
海南医学院,广州南方学院,125,60,93,47,89,69,61,33,60,广西,2022,432,483
云南机电职业技术学院,成都航空职业技术学院,64,31,52,63,99,57,96,95,66,山西,2019,404,366
湖北师范大学,湖北科技学院,134,76,119,56,51,66,74,31,58,浙江,2025,492,502
四川大学,贵州中医药大学,125,148,130,42,74,81,30,38,32,广西,2025,503,600
河海大学,西南交通大学希望学院,66,147,119,85,62,92,33,34,50,上海,2024,449,571
广西外国语学院,四川师范大学,80,91,77,46,54,69,92,64,80,甘肃,2018,484,417
成都航空职业技术学院,贵州中医药大学时珍学院,60,43,100,45,72,85,93,87,79,辽宁,2018,462,405
四川外国语大学成都学院,延安职业技术学院,69,50,62,98,48,36,36,43,81,宁夏,2025,341,363
四川大学锦江学院,山东师范大学,85,56,108,55,70,71,84,85,83,天津,2018,501,445
湖北科技学院,沈阳医学院,84,97,112,65,67,67,44,66,97,山东,2018,500,492
成都航空职业技术学院,湖北师范大学,117,49,109,55,30,43,96,60,71,西藏,2018,502,403
江南大学,南京师范大学,120,125,131,37,63,80,51,57,78,海南,2025,562,556
上海政法学院,湖南大学,132,125,122,59,53,47,38,93,84,江苏,2022,594,538
湖北工业大学,泉州信息工程学院,100,70,99,100,49,87,80,35,32,广西,2018,416,505
桂林医学院,上海政法学院,148,70,59,47,93,77,98,70,92,北京,2018,537,494
湖北民族大学,湖南工程学院应用技术学院,111,79,103,54,89,81,36,65,52,吉林,2018,446,517
四川师范大学,安顺学院,112,134,49,62,61,66,30,37,90,山东,2022,452,484
广东外语外贸大学南国商学院,齐齐哈尔大学,102,92,51,70,59,56,97,57,69,四川,2023,468,430
海南医学院,湖北民族大学,137,46,123,59,63,55,86,87,38,安徽,2021,517,483
湖北科技学院,齐齐哈尔大学,142,82,70,99,68,31,49,73,52,安徽,2016,468,492
襄阳职业技术学院,武汉纺织大学外经贸学院,77,82,63,41,60,68,100,45,72,湖北,2019,439,391
西昌学院,四川文化艺术学院,82,69,124,85,33,65,41,49,73,新疆,2023,438,458
南方医科大学,贵州医科大学,130,99,123,38,79,74,70,44,91,广东,2017,557,543
成都体育学院,遵义医科大学医学与科技学院,127,49,122,71,34,61,62,86,33,上海,2017,479,464
南京财经大学,湖北汽车工业学院,79,65,130,88,68,80,34,82,99,湖北,2023,489,510
湖北生物科技职业学院,湖北工业大学,107,76,48,38,31,75,91,84,99,海南,2022,505,375
湖北师范大学,成都师范学院,118,104,99,60,45,76,63,30,64,江西,2022,478,502
,四川大学,112,143,148,95,100,72,68,38,89,吉林,2020,598,670
福州大学,河北外国语学院,90,71,125,86,84,99,43,40,54,新疆,2025,423,555
安顺学院,上海电力大学,107,95,85,55,67,43,80,74,98,四川,2019,539,452
河北外国语学院,郑州西亚斯学院,102,79,51,54,49,88,39,95,84,重庆,2019,450,423
遵义医科大学,广州大学,119,143,45,85,70,53,83,87,59,重庆,2016,536,515
兰州大学,中国政法大学,133,137,74,87,100,42,95,93,81,云南,2017,613,573
南京师范大学,重庆邮电大学,63,128,130,96,60,86,98,36,68,北京,2021,523,563
四川轻化工大学,福州大学,130,130,51,33,97,49,88,92,64,江苏,2017,555,490
苏州科技大学,湖北第二师范学院,81,105,127,76,58,61,47,32,94,河北,2025,486,508
天津海运职业学院,川北幼儿师范高等专科学校,90,32,68,72,64,75,61,66,78,宁夏,2016,395,401
宁波大学,曲阜师范大学,97,87,146,90,72,42,88,35,45,甘肃,2024,498,534
四川文化艺术学院,上海海关学院,100,68,104,53,57,56,98,87,93,宁夏,2021,550,438
郑州商学院,四川工业科技学院,78,61,57,58,91,90,92,66,87,海南,2017,441,435
长沙学院,贵阳学院,120,77,106,53,69,57,38,47,77,上海,2016,465,482
河南理工大学,山东财经大学,75,103,135,38,83,40,92,48,32,湖南,2023,485,474
湖南工程学院应用技术学院,厦门理工学院,66,114,76,70,63,57,93,76,81,安徽,2018,506,446
苏州科技大学,泉州信息工程学院,147,60,67,69,93,72,57,51,34,浙江,2018,416,508
中山大学,西南交通大学,146,137,99,86,98,66,57,73,52,青海,2017,564,632
湖南工程学院应用技术学院,遵义医科大学医学与科技学院,63,132,91,47,54,59,84,43,66,海南,2019,479,446
成都理工大学工程技术学院,成都工业学院,68,53,113,93,87,33,83,68,81,海南,2018,466,447
曲阜师范大学,山东师范大学,99,49,133,74,61,82,88,87,45,贵州,2024,501,498
北京交通大学,南京航空航天大学,137,150,96,77,96,53,68,88,40,重庆,2022,579,609
浙江工业大学,湖南工程学院应用技术学院,136,108,49,42,35,63,34,55,64,上海,2018,446,433
宝鸡职业技术学院,重庆人文科技学院,91,65,46,59,80,41,92,83,66,河南,2017,443,382
中国民用航空飞行学院,湘潭大学,145,107,57,73,33,76,90,53,73,上海,2018,525,491
四川外国语大学,长江师范学院,132,110,68,35,75,43,36,56,55,河北,2023,457,463
重庆大学,桂林理工大学,118,58,139,99,81,92,76,32,57,海南,2020,480,587
中国政法大学,重庆大学,64,143,143,99,68,95,96,97,45,四川,2025,588,612
山东大学,曲阜师范大学,129,111,123,91,83,52,36,42,57,黑龙江,2023,498,589
中国传媒大学,东南大学,147,149,111,61,44,90,65,71,86,内蒙古,2020,629,602
广州民航职业技术学院,成都航空职业技术学院,79,34,110,87,49,35,32,94,55,四川,2023,404,394
湖北大学,珠海科技学院,136,91,109,70,31,83,30,32,38,安徽,2020,436,520
兰州大学,哈尔滨工业大学（威海）,111,146,114,91,59,52,85,98,76,重庆,2021,630,573
长沙学院,安阳师范学院,129,104,55,77,47,70,71,43,79,新疆,2019,481,482
西北政法大学,山东师范大学,131,57,129,79,52,97,93,47,50,辽宁,2019,507,545
海南政法职业学院,郑州商学院,116,45,56,88,32,35,52,100,66,广西,2019,435,372
襄阳职业技术学院,湖南铁路科技职业技术学院,104,75,46,33,51,82,85,36,46,河南,2021,392,391
湖南大学,重庆中医药学院,120,128,86,95,93,71,43,86,46,福建,2023,509,593
南京中医药大学,江南大学,133,87,121,91,55,65,44,84,87,河北,2017,556,552
