like_school,wenke_school,chinese,math,english,physics,chemistry,biology,politics,history,geography,location,time,wenke_score,like_score
西南财经大学天府学院,上海电力大学,65,102,102,53,72,34,84,92,94,河北,2019,539,428
成都大学,四川音乐学院,118,121,45,56,81,46,40,42,88,贵州,2022,454,467
湖北大学,重庆中医药学院,107,127,75,72,63,76,85,44,71,天津,2019,509,520
中国海洋大学,,149,122,131,48,76,55,75,83,83,江西,2023,643,581
阿坝师范学院,河北外国语学院,79,31,129,91,100,41,55,79,50,内蒙古,2025,423,471
山东师范大学,长江师范学院,98,102,54,58,100,95,58,77,68,新疆,2019,457,507
湖北第二师范学院,珠海科技学院,114,39,145,64,63,61,35,68,35,辽宁,2024,436,486
川北幼儿师范高等专科学校,浙江工业大学,82,75,85,44,47,62,74,77,41,内蒙古,2020,434,395
山东师范大学,江南大学,98,110,109,54,74,62,90,71,78,黑龙江,2024,556,507
浙江海洋大学,成都师范学院,102,133,70,91,62,30,67,33,73,广东,2020,478,488
成都中医药大学,湖南医药学院,101,99,100,100,56,56,75,55,81,云南,2019,511,512
重庆邮电大学,湖北大学,91,70,136,80,60,86,33,96,94,吉林,2023,520,523
川北医学院,长沙理工大学,127,128,54,54,92,41,86,51,68,福建,2017,514,496
韶关学院,沈阳城市学院,84,110,52,53,81,80,38,94,30,云南,2017,408,460
成都大学,黔南民族师范学院,94,56,136,80,44,57,77,50,48,江西,2021,461,467
湖北第二师范学院,长沙理工大学,61,83,128,55,61,98,93,79,70,甘肃,2025,514,486
温州医科大学,山东大学,68,119,147,96,68,74,72,87,96,云南,2019,589,572
成都信息工程大学,曲阜师范大学,127,89,58,39,100,91,60,91,73,辽宁,2020,498,504
成都银杏酒店管理学院,四川旅游学院,84,47,140,44,71,35,69,57,62,广西,2025,459,421
四川农业大学,西南交通大学希望学院,137,39,140,87,79,40,44,33,56,海南,2023,449,522
四川音乐学院,长江师范学院,74,65,95,67,94,59,35,88,100,湖南,2020,457,454
海南医学院,长江师范学院,82,91,82,94,87,47,98,71,33,海南,2025,457,483
重庆医科大学,湖北第二师范学院,122,37,123,93,98,40,55,57,92,北京,2021,486,513
湖北生物科技职业学院,陕西邮电职业技术学院,68,48,52,60,67,80,46,59,63,安徽,2018,336,375
云南林业职业技术学院,四川机电职业技术学院,74,46,66,70,38,48,92,57,61,辽宁,2019,396,342
广州大学,华南理工大学,144,140,117,32,54,49,67,77,72,贵州,2019,617,536
江南大学,上海电力大学,104,73,141,84,68,86,80,73,68,广西,2019,539,556
上海政法学院,南昌大学,118,131,124,33,96,35,69,54,32,福建,2019,528,537
曲阜师范大学,辽宁大学,125,150,74,42,47,60,85,98,36,江苏,2021,568,498
西南财经大学,,83,105,150,81,91,66,81,90,96,辽宁,2022,605,576
桂林理工大学,重庆工程学院,113,46,104,84,66,67,93,33,30,吉林,2020,419,480
广州医科大学,中国石油大学（北京）,139,118,101,58,55,76,51,84,72,江西,2022,565,547
汕头大学,湖北医药学院药护学院,150,59,54,91,98,64,71,86,67,云南,2018,487,516
湖南医药学院,西南交通大学,118,93,83,73,87,57,90,90,90,海南,2017,564,511
重庆邮电大学,山东师范大学,147,30,105,47,99,95,88,51,80,广西,2019,501,523
湘潭大学,西北政法大学,113,89,83,66,75,99,74,87,99,天津,2021,545,525
长沙师范学院,天津海运职业学院,61,113,69,76,76,74,34,88,34,内蒙古,2018,399,469
湖北民族大学,北部湾大学,127,56,147,45,62,80,44,66,36,天津,2016,476,517
重庆第二师范学院,广东外语外贸大学南国商学院,122,65,44,92,56,76,90,55,54,浙江,2021,430,455
漯河医学高等专科学校,日照职业技术学院,124,33,40,92,54,43,74,38,79,北京,2019,388,386
福州大学,南京航空航天大学,119,122,139,31,89,55,50,52,98,贵州,2023,580,555
桂林理工大学,江西科技学院,138,41,71,75,71,84,77,37,46,北京,2019,410,480
重庆工程学院,厦门理工学院,144,71,45,79,38,42,62,100,84,安徽,2023,506,419
武汉船舶职业技术学院,成都航空职业技术学院,63,81,52,53,73,49,87,49,71,甘肃,2019,403,371
郑州师范学院,景德镇艺术职业大学,100,87,54,91,83,60,70,31,84,河北,2020,426,475
河南理工大学,贵州大学,99,123,74,50,87,41,88,80,69,山东,2017,533,474
三亚学院,云南林业职业技术学院,73,57,41,60,83,95,47,82,42,上海,2020,342,409
丽江师范高等专科学校,广州航海学院,83,86,81,32,33,49,82,77,61,重庆,2021,470,364
武汉船舶职业技术学院,成都航空职业技术学院,112,31,69,47,72,40,36,83,71,黑龙江,2016,402,371
武汉电力职业技术学院,海南政法职业学院,125,42,56,88,38,41,65,44,40,浙江,2018,372,390
重庆中医药学院,四川外国语大学,123,51,120,59,68,88,88,44,37,浙江,2020,463,509
四川外国语大学成都学院,成都航空职业技术学院,107,31,58,34,66,67,43,88,75,内蒙古,2021,402,363
郑州西亚斯学院,湖南科技大学潇湘学院,73,34,117,88,81,55,91,71,45,福建,2017,431,448
上海外国语大学,清华大学,110,106,150,77,58,89,85,87,96,北京,2019,634,590
海口经济学院,广州新华学院,79,63,55,51,85,78,89,93,33,山东,2019,412,411
重庆工程学院,重庆移通学院,91,97,45,61,66,59,56,44,85,湖北,2018,418,419
湖北师范大学,阿坝师范学院,128,121,70,100,39,44,43,77,32,新疆,2016,471,502
郑州商学院,四川机电职业技术学院,76,84,56,97,34,88,54,69,57,西藏,2020,396,435
长江大学,湖北医药学院药护学院,83,94,70,94,56,76,85,89,66,江西,2019,487,473
郑州西亚斯学院,齐齐哈尔大学,102,64,130,33,76,43,42,81,49,海南,2018,468,448
重庆邮电大学,贵州师范大学,127,114,78,57,57,90,69,68,37,广西,2020,493,523
成都银杏酒店管理学院,渭南职业技术学院,137,48,41,79,60,56,70,42,39,新疆,2024,377,421
成都体育学院,成都体育学院,63,56,133,85,57,70,73,45,94,湖北,2020,464,464
遵义医科大学医学与科技学院,广州航海学院,86,68,93,90,47,95,56,71,96,北京,2018,470,479
广州大学,湖南大学,106,144,97,70,60,58,68,80,98,山东,2018,593,535
青岛恒星科技学院,武汉轻工大学,78,72,82,66,50,92,100,80,85,河南,2025,497,440
华南师范大学,重庆医科大学,130,96,123,80,54,71,40,55,69,新疆,2021,513,554
四川轻化工大学,长沙学院,140,50,105,57,74,64,45,83,59,广东,2023,482,490
四川农业大学,长沙理工大学,144,69,115,93,64,37,44,44,98,重庆,2023,514,522
漯河医学高等专科学校,重庆机电职业技术大学,88,33,65,49,87,64,85,97,45,广西,2020,413,386
福州大学,重庆中医药学院,135,84,98,67,71,100,72,52,68,重庆,2020,509,555
上海政法学院,河南理工大学,134,35,138,82,89,59,36,77,54,重庆,2023,474,537
广州科技贸易职业学院,长江大学,72,140,48,45,31,38,54,98,61,湖南,2022,473,374
咸阳职业技术学院,武汉电力职业技术学院,66,62,80,42,59,52,42,60,80,吉林,2016,390,361
成都理工大学,山东师范大学,74,114,106,56,100,77,85,76,52,安徽,2022,507,527
郑州师范学院,成都师范学院,129,42,104,77,32,91,76,79,48,浙江,2025,478,475
成都理工大学,南京中医药大学,124,124,104,47,77,51,45,72,83,甘肃,2024,552,527
中国民用航空飞行学院,西南大学,85,117,128,62,42,57,97,39,74,云南,2021,540,491
华中农业大学,湖北中医药大学,107,91,139,39,94,76,58,63,41,重庆,2019,499,546
湖南师范大学,广州民航职业技术学院,98,128,56,67,100,93,32,48,31,湖南,2021,393,542
暨南大学,沈阳医学院,100,129,75,90,68,99,74,48,74,吉林,2017,500,561
中国海洋大学,贵州中医药大学,79,137,135,58,88,84,40,39,73,江苏,2021,503,581
湖北民族大学,湖北民族大学,113,114,112,42,84,52,59,65,54,四川,2023,517,517
沈阳医学院,成都大学,126,122,60,51,48,93,77,32,50,云南,2019,467,500
西昌学院,四川旅游学院,71,100,84,56,94,53,57,97,50,广东,2025,459,458
中国地质大学（武汉）,广东财经大学,139,57,148,96,32,79,43,44,93,黑龙江,2016,524,551
广州大学,成都体育学院,71,122,100,71,85,87,30,54,87,陕西,2017,464,536
华南师范大学,成都中医药大学,74,109,100,88,86,97,86,83,60,新疆,2022,512,554
中国人民解放军陆军军医大学,遵义医科大学,146,45,136,82,89,77,52,53,83,河南,2016,515,575
吐鲁番职业技术学院,广州铁路职业技术学院,81,47,65,52,66,32,87,50,54,河北,2025,384,343
广东外语外贸大学南国商学院,南京财经大学,112,117,60,52,47,42,45,88,88,安徽,2021,510,430
山东财经大学,湖北大学,121,118,55,48,99,44,52,80,94,内蒙古,2023,520,485
广东医科大学,汕头大学,77,134,121,63,90,47,43,63,78,浙江,2021,516,532
湖南科技大学潇湘学院,重庆城市科技学院,77,58,132,75,40,49,38,68,41,青海,2020,414,431
海南医学院,辽宁大学,117,141,77,54,59,35,58,75,99,河南,2016,567,483
东华大学,西南石油大学,121,75,127,88,78,85,69,58,80,青海,2021,530,574
武汉轻工大学,安阳师范学院,85,120,80,72,72,68,42,80,74,天津,2021,481,497
哈尔滨工业大学（威海）,华东理工大学,123,127,138,87,84,71,54,45,96,宁夏,2020,583,630
四川旅游学院,山东师范大学,124,106,64,58,52,55,62,83,68,黑龙江,2019,507,459
上海财经大学,东华大学,115,146,119,59,100,87,81,65,48,贵州,2017,574,626
三峡大学科技学院,四川工业科技学院,79,110,43,59,41,55,77,78,54,宁夏,2021,441,387
北部湾大学,山东财经大学,86,76,75,56,89,94,96,67,85,广东,2018,485,476
三亚学院,重庆工程学院,102,76,74,69,38,50,41,60,66,江西,2020,419,409
上海政法学院,湖南医药学院,93,98,139,59,57,91,69,49,63,重庆,2020,511,537
湖南科技大学潇湘学院,山东财经大学,123,47,126,54,33,48,39,100,50,黑龙江,2018,485,431
广州民航职业技术学院,青岛港湾职业技术学院,61,66,61,52,31,47,67,65,33,湖北,2021,353,318
贵州民族大学,武汉电力职业技术学院,81,36,117,90,84,69,52,33,71,安徽,2018,390,477
贵州民族大学,四川大学锦江学院,127,67,45,97,55,86,93,50,63,浙江,2020,445,477
南昌医学院,武汉生物工程学院,95,83,138,35,98,70,45,47,36,海南,2018,444,519
成都东软学院,宝鸡职业技术学院,65,48,117,83,71,67,70,46,36,黑龙江,2019,382,451
成都师范学院,华北水利水电大学,147,41,80,52,95,63,91,38,32,贵州,2023,429,478
广东财经大学,西昌学院,109,113,60,80,100,62,77,68,31,辽宁,2019,458,524
海南医学院,贵州中医药大学时珍学院,77,120,88,36,99,63,72,43,62,新疆,2019,462,483
四川师范大学,浙江理工大学,126,47,141,61,42,67,88,84,35,河北,2017,521,484
遵义医科大学,湖北第二师范学院,75,128,128,64,84,36,35,40,80,福建,2021,486,515
成都理工大学,中国海洋大学,141,105,136,38,36,71,96,35,68,黑龙江,2018,581,527
浙江工业大学,海南科技职业大学,101,53,42,96,96,46,67,32,40,福建,2022,335,434
广州民航职业技术学院,成都东软学院,98,49,90,38,88,31,97,71,46,甘肃,2018,451,394
华南理工大学,重庆大学,108,149,107,69,88,93,46,97,80,贵州,2019,587,614
辽宁大学,成都医学院,134,135,120,92,32,56,96,42,32,宁夏,2018,559,569
四川文化艺术学院,安阳师范学院,149,48,69,50,35,87,75,86,54,宁夏,2019,481,438
山东畜牧兽医职业学院,西安职业技术学院,70,86,41,100,68,41,30,80,50,西藏,2024,357,406
中国传媒大学,重庆大学,148,85,144,98,56,71,63,59,88,重庆,2025,587,602
郑州西亚斯学院,成都东软学院,69,86,82,81,56,76,88,88,38,内蒙古,2017,451,450
沈阳医学院,绵阳城市学院,135,60,61,70,84,90,72,34,75,吉林,2023,437,500
韶关学院,成都师范学院,67,39,132,40,94,88,100,74,66,江西,2018,478,460
深圳技术大学,广州大学,88,95,144,45,80,97,86,89,33,云南,2020,535,549
长江大学,河海大学,124,62,147,48,42,50,91,89,58,吉林,2022,571,473
成都理工大学工程技术学院,贵州黔南经济学院,144,34,89,66,66,48,39,99,37,内蒙古,2016,442,447
三亚学院,成都银杏酒店管理学院,72,90,58,40,75,74,54,77,70,湖北,2023,421,409
西昌学院,四川工业科技学院,136,79,40,66,86,51,69,57,60,福建,2023,441,458
武汉轻工大学,安阳师范学院,145,57,141,70,46,38,55,34,49,宁夏,2025,481,497
泉州信息工程学院,广西师范大学,98,48,71,89,48,62,79,86,38,北京,2023,420,416
重庆人文科技学院,华北水利水电大学,114,55,113,70,37,54,39,37,71,贵州,2018,429,443
韶关学院,郑州师范学院,94,32,127,98,39,70,76,87,59,天津,2020,475,460
成都理工大学,西南交通大学,96,114,135,80,56,46,49,100,70,湖北,2021,564,527
浙江工业大学,黔南民族师范学院,63,79,101,77,38,75,55,64,99,湖北,2019,461,433
浙江工业大学,遵义医科大学医学与科技学院,90,43,55,77,98,71,95,99,97,广西,2018,479,434
重庆第二师范学院,汕头大学,103,135,58,34,44,81,88,51,81,安徽,2025,516,455
浙江理工大学,遵义医科大学医学与科技学院,107,83,130,98,73,30,42,55,62,北京,2017,479,521
重庆邮电大学,桂林医学院,71,121,131,45,80,75,78,57,36,辽宁,2024,494,523
成都理工大学工程技术学院,四川音乐学院,68,147,87,71,31,43,48,41,63,上海,2019,454,447
长沙师范学院,湖南科技职业学院,78,68,92,100,66,65,72,60,37,辽宁,2023,407,469
上海海关学院,深圳技术大学,85,107,148,62,66,82,56,66,87,宁夏,2024,549,550
成都信息工程大学,重庆大学,93,124,127,64,36,60,73,85,86,广东,2023,588,504
兰州大学,贵州师范大学,123,82,140,57,89,82,59,47,42,湖北,2021,493,573
西南财经大学,四川警察学院,76,124,122,97,65,92,76,45,86,河南,2018,529,576
四川音乐学院,韶关学院,75,65,88,66,80,80,42,100,90,青海,2016,460,454
郑州西亚斯学院,武汉纺织大学外经贸学院,91,121,45,36,100,57,78,59,45,浙江,2018,439,450
辽宁大学,长沙理工大学,107,68,144,66,92,90,88,47,60,福建,2025,514,567
湖南铁路科技职业技术学院,广州民航职业技术学院,115,66,45,76,42,48,45,67,55,甘肃,2022,393,392
郑州师范学院,北部湾大学,104,147,58,64,44,58,59,52,56,黑龙江,2023,476,475
山东师范大学,华南师范大学,106,144,92,68,52,45,78,77,57,北京,2019,554,507
广东医科大学,湖北汽车工业学院,143,39,120,75,83,72,85,47,55,河南,2020,489,532
重庆邮电大学,上海电力大学,141,138,91,34,46,73,59,59,51,江苏,2025,539,523
江西科技学院,广东药科大学,70,109,76,31,42,82,61,84,95,四川,2019,495,410
四川外国语大学,重庆人文科技学院,78,106,71,91,69,48,70,43,75,河北,2024,443,463
南京中医药大学,湖北大学,121,96,122,81,91,41,75,30,76,四川,2024,520,552
四川工业科技学院,四川文化艺术学院,150,59,50,32,52,98,91,33,55,辽宁,2023,438,441
长江大学,成都理工大学工程技术学院,128,57,96,46,94,52,45,40,81,上海,2016,447,473
广东医科大学,韶关学院,105,149,99,46,60,73,33,40,34,西藏,2025,460,532
四川文化艺术学院,河北外国语学院,117,40,47,96,66,72,74,99,46,重庆,2023,423,438
湖南科技职业学院,三亚航空旅游职业学院,64,97,45,72,76,53,31,34,31,河南,2021,302,407
湖北汽车工业学院,长沙理工大学,144,125,41,32,53,94,68,40,96,吉林,2019,514,489
桂林医学院,南京师范大学,127,133,124,41,32,37,31,85,62,青海,2019,562,494
长沙师范学院,重庆机电职业技术大学,79,64,105,55,78,88,96,33,36,吉林,2017,413,469
重庆邮电大学,上海政法学院,140,60,97,46,90,90,55,88,97,江苏,2022,537,523
四川民族学院,厦门理工学院,102,31,148,77,72,42,90,98,37,重庆,2016,506,472
广东财经大学,上海政法学院,61,113,128,69,85,68,85,70,81,广西,2020,538,524
成都医学院,沈阳医学院,101,80,146,86,66,79,95,44,34,江苏,2018,500,558
遵义医科大学,山东大学（威海）,126,89,137,48,34,81,71,74,99,云南,2020,596,515
南京财经大学,成都医学院,117,138,60,98,47,50,89,88,66,河南,2017,558,510
延安职业技术学院,成都航空职业技术学院,93,66,78,58,73,30,85,50,30,西藏,2016,402,398
安阳师范学院,长沙学院,79,110,72,75,86,59,67,86,68,北京,2022,482,481
长江大学,湖北民族大学,114,50,97,56,77,79,93,87,76,新疆,2018,517,473
山东师范大学,成都信息工程大学,82,121,108,80,30,80,52,57,84,湖南,2017,504,501
云南机电职业技术学院,克拉玛依职业技术学院,79,31,69,58,32,97,30,64,33,青海,2019,306,366
重庆移通学院,安阳师范学院,70,87,138,33,42,48,79,68,39,山东,2025,481,418
山东师范大学,厦门理工学院,122,50,134,68,39,88,73,92,35,天津,2020,506,501
西安铁路职业技术学院,海南政法职业学院,76,31,101,43,70,62,48,34,82,云南,2019,372,383
长沙理工大学,阿坝师范学院,110,98,101,71,76,58,47,33,82,天津,2021,471,514
成都理工大学工程技术学院,河南理工大学,125,78,82,68,54,40,54,83,52,重庆,2016,474,447
广州城市理工学院,四川民族学院,94,71,135,30,63,32,43,80,49,青海,2021,472,425
成都理工大学工程技术学院,成都师范学院,102,47,129,88,33,48,38,73,89,广西,2018,478,447
广东财经大学,湖南师范大学,116,100,131,56,70,51,91,36,68,山东,2020,542,524
哈尔滨医科大学,曲阜师范大学,114,45,134,88,95,42,60,61,84,天津,2016,498,518
湖南师范大学,西南石油大学,92,141,107,87,44,71,51,74,65,湖北,2020,530,542
广东财经大学,武汉轻工大学,92,119,116,63,77,57,54,37,79,福建,2018,497,524
安阳师范学院,成都航空职业技术学院,132,100,44,49,96,60,54,37,36,上海,2025,403,481
郑州西亚斯学院,湖北民族大学,98,82,103,43,46,78,100,73,61,山东,2022,517,450
四川农业大学,成都师范学院,123,68,91,93,96,51,31,81,84,福建,2016,478,522
四川大学锦江学院,湖北汽车工业学院,96,95,74,33,92,55,44,87,93,山东,2019,489,445
遵义医科大学,成都师范学院,79,99,127,48,63,99,50,76,47,湖南,2019,478,515
中国民用航空飞行学院,四川师范大学,149,118,44,85,65,30,71,35,67,宁夏,2023,484,491
江南大学,北京交通大学,117,117,126,49,57,90,88,75,83,江西,2019,606,556
湖北第二师范学院,上海政法学院,144,128,41,40,83,50,50,81,93,吉林,2024,537,486
郑州西亚斯学院,贵州民族大学,108,52,49,65,92,82,89,81,98,吉林,2022,477,448
福州大学,四川音乐学院,68,117,122,96,62,90,48,42,57,重庆,2016,454,555
贵州大学,齐齐哈尔大学,71,97,136,52,95,82,42,48,74,安徽,2023,468,533
广西外国语学院,河南理工大学,69,87,118,37,55,51,69,98,33,西藏,2021,474,417
成都大学,长沙理工大学,132,45,126,86,33,45,35,88,88,重庆,2017,514,467
广州大学,南京师范大学,121,129,103,49,62,71,37,90,83,辽宁,2017,563,535
珠海科技学院,四川工业科技学院,110,43,148,56,48,31,64,44,32,山东,2017,441,436
安顺学院,成都东软学院,134,47,67,47,61,96,56,69,78,青海,2017,451,452
川北医学院,浙江理工大学,146,86,77,77,67,43,72,65,75,重庆,2018,521,496
重庆人文科技学院,南京财经大学,98,72,121,32,85,35,96,52,71,西藏,2018,510,443
湖北生物科技职业学院,日照职业技术学院,91,33,71,42,70,68,61,59,73,甘肃,2019,388,375
西南交通大学,南京师范大学,113,118,143,44,80,66,45,70,73,广东,2024,562,564
湖南师范大学,四川警察学院,105,97,122,36,99,83,40,70,95,江西,2025,529,542
四川警察学院,厦门理工学院,145,61,130,67,60,66,34,98,38,宁夏,2024,506,529
湖北医药学院药护学院,贵州师范大学,66,108,89,93,62,69,100,39,91,湖北,2022,493,487
长沙师范学院,沈阳医学院,141,70,63,51,50,94,96,86,44,江苏,2023,500,469
遵义医科大学医学与科技学院,湖北科技学院,106,79,56,83,73,82,88,66,97,广东,2025,492,479
浙江工业大学,四川工业科技学院,71,105,62,67,56,72,53,78,72,陕西,2019,441,433
上海政法学院,四川农业大学,129,64,143,50,74,77,42,93,51,海南,2019,522,537
遵义医科大学医学与科技学院,桂林理工大学,106,146,56,52,40,79,71,44,57,新疆,2022,480,479
成都医学院,中国政法大学,143,138,118,61,58,40,85,75,54,陕西,2023,613,558
安顺职业技术学院,四川工业科技学院,61,55,112,54,55,42,98,66,49,青海,2018,441,379
贵州师范大学,湖北汽车工业学院,128,60,74,96,70,65,51,87,89,广东,2019,489,493
广西外国语学院,黔南民族师范学院,74,78,64,58,94,49,68,84,93,浙江,2016,461,417
海口经济学院,武汉船舶职业技术学院,120,58,55,52,75,51,33,54,48,山东,2016,368,411
广州医科大学,广州大学,83,145,114,75,82,48,69,91,33,福建,2024,535,547
贵州中医药大学,中国民用航空飞行学院,129,65,112,61,79,57,37,83,65,福建,2019,491,503
武汉轻工大学,川北医学院,150,123,45,42,72,65,41,94,43,新疆,2025,496,497
西南石油大学,华东理工大学,134,136,96,44,90,30,42,94,81,吉林,2025,583,530
四川机电职业技术学院,西藏职业技术学院,94,33,56,55,65,93,30,70,41,重庆,2019,324,396
西南交通大学希望学院,延安职业技术学院,123,44,98,75,63,46,43,30,60,上海,2024,398,449
东南大学,广东医科大学,142,64,148,88,92,95,80,67,30,海南,2016,531,629
上海大学,清华大学,144,107,145,97,41,50,81,69,88,重庆,2025,634,584
贵州医科大学,中国海洋大学,143,111,95,63,49,96,52,81,99,山东,2025,581,557
深圳大学,重庆邮电大学,128,93,131,98,30,97,38,70,63,江西,2020,523,577
贵州大学,广西师范大学,68,83,112,85,87,98,46,39,72,北京,2016,420,533
广州大学,上海政法学院,95,137,80,81,59,83,93,64,68,内蒙古,2021,537,535
重庆对外经贸学院,四川旅游学院,125,68,63,30,51,85,100,42,61,山西,2023,459,422
湖北汽车工业学院,海口经济学院,116,111,49,77,99,37,43,41,51,辽宁,2019,411,489
湘潭大学,贵州医科大学,137,64,108,81,39,96,59,92,97,青海,2018,557,525
温州医科大学,华东理工大学,92,143,131,86,59,61,74,93,50,上海,2025,583,572
四川外国语大学,贵州大学,126,76,138,39,30,54,64,50,79,青海,2024,533,463
辽宁大学,宁波大学,120,106,139,34,94,74,56,71,42,广西,2025,534,567
广东医科大学,南京中医药大学,124,75,129,62,88,53,97,59,68,福建,2020,552,531
湖北医药学院药护学院,湖南科技大学潇湘学院,128,36,78,64,87,94,55,98,36,安徽,2021,431,487
四川警察学院,湖南大学,91,140,91,90,81,36,98,96,77,河南,2022,593,529
浙江海洋大学,绵阳城市学院,84,39,127,98,74,66,48,95,44,山西,2021,437,488
重庆对外经贸学院,长沙学院,114,71,80,80,44,33,89,42,86,黑龙江,2018,482,422
南京中医药大学,四川大学,122,110,126,46,60,88,76,70,93,江西,2020,597,552
南京航空航天大学,重庆大学,119,87,146,51,85,92,74,76,85,吉林,2017,587,580
阿坝师范学院,武汉纺织大学外经贸学院,131,107,43,35,78,77,72,30,56,湖北,2025,439,471
贵州中医药大学,成都中医药大学,117,45,142,86,52,61,61,62,85,重庆,2016,512,503
上海政法学院,广东医科大学,139,141,73,40,91,54,48,36,94,湖南,2021,531,538
成都航空职业技术学院,成都体育学院,65,88,59,81,64,45,68,85,99,湖北,2025,464,402
广西外国语学院,重庆第二师范学院,102,67,54,37,74,83,100,56,76,宁夏,2017,455,417
运城职业技术大学,景德镇艺术职业大学,109,43,53,59,85,75,41,84,96,内蒙古,2019,426,424
广东医科大学,南方医科大学,80,86,145,91,40,89,100,61,71,西藏,2016,543,531
湖南科技职业学院,青岛港湾职业技术学院,79,76,62,68,81,41,37,58,43,贵州,2022,355,407
黔南民族师范学院,湖南工程学院应用技术学院,114,93,94,48,81,31,84,31,30,陕西,2024,446,461
湖北汽车工业学院,山东师范大学,140,53,115,49,87,45,84,45,64,湖北,2021,501,489
中国民用航空飞行学院,长沙学院,116,54,148,40,63,70,48,53,63,河南,2017,482,491
清华大学,广州医科大学,135,119,124,100,75,84,46,49,74,江苏,2020,547,637
浙江工业大学,重庆电力高等专科学校,97,84,66,57,67,62,40,41,53,宁夏,2017,381,433
贵州中医药大学,百色学院,149,99,42,100,80,33,60,66,40,吉林,2019,456,503
中国传媒大学,华东理工大学,117,87,143,84,86,87,62,80,93,广西,2018,582,604
湖南大学,湖南大学,142,108,121,43,81,99,93,61,68,山西,2018,593,594
成都中医药大学,曲阜师范大学,116,142,54,41,70,89,62,35,89,浙江,2023,498,512
四川警察学院,广州医科大学,83,140,130,74,58,44,72,50,72,湖南,2025,547,529
深圳技术大学,西南交通大学希望学院,99,62,105,96,93,94,71,80,32,新疆,2022,449,549
桂林医学院,南京中医药大学,81,102,141,48,89,33,59,100,69,四川,2017,552,494
湖北师范大学,遵义医科大学,119,91,97,57,51,87,73,87,48,内蒙古,2019,515,502
安顺学院,中国民用航空飞行学院,107,56,112,56,61,60,79,44,93,重庆,2024,491,452
贵州黔南经济学院,贵州黔南经济学院,126,40,84,68,74,50,80,68,44,湖南,2023,442,442
长沙理工大学,华南农业大学,89,93,100,83,91,58,99,69,76,重庆,2019,526,514
广东医科大学,华北水利水电大学,97,43,146,84,100,61,34,76,33,陕西,2025,429,531
重庆大学,中国海洋大学,115,150,93,45,98,85,60,82,81,海南,2024,581,586
四川农业大学,湖北民族大学,121,111,42,97,55,96,96,77,70,山西,2025,517,522
南京财经大学,长江大学,124,96,71,72,55,92,63,76,43,甘肃,2024,473,510
西南交通大学希望学院,深圳技术大学,89,81,92,65,57,65,95,99,93,贵州,2018,549,449
曲阜师范大学,曲阜师范大学,145,66,53,67,98,69,75,97,62,西藏,2023,498,498
重庆机电职业技术大学,湖北经济学院法商学院,71,102,65,81,46,48,52,71,92,广西,2019,453,413
贵阳职业技术学院,宝鸡职业技术学院,67,39,93,39,81,37,72,42,69,新疆,2024,382,356
贵州民族大学,中国民用航空飞行学院,92,113,70,92,57,53,43,91,82,安徽,2023,491,477
上海政法学院,贵州中医药大学,100,112,132,45,66,82,54,46,59,黑龙江,2019,503,537
长沙理工大学,韶关学院,76,136,89,95,65,53,78,49,32,西藏,2017,460,514
山东师范大学,山东师范大学,114,110,92,61,35,95,52,61,72,湖北,2021,501,507
广州南方学院,青岛黄海学院,98,95,53,70,38,78,34,43,42,新疆,2023,365,432
湖北科技学院,西南交通大学希望学院,95,119,56,64,82,76,94,30,55,西藏,2018,449,492
海南科技职业大学,日照职业技术学院,62,83,56,65,32,35,44,93,50,海南,2025,388,333
遵义医科大学,四川大学锦江学院,76,83,93,73,98,92,92,39,62,上海,2019,445,515
河北外国语学院,湖南工程学院应用技术学院,99,51,107,85,51,30,83,53,53,重庆,2018,446,423
北部湾大学,韶关学院,78,138,66,71,84,39,76,56,46,西藏,2025,460,476
四川警察学院,浙江工业大学,148,30,143,90,33,85,41,32,40,四川,2018,434,529
四川旅游学院,北部湾大学,80,94,92,51,53,89,53,95,62,山东,2016,476,459
贵州大学,南京财经大学,110,82,95,99,100,47,74,60,89,陕西,2016,510,533
湘潭大学,华东理工大学,138,51,141,34,89,72,95,83,75,浙江,2019,583,525
清华大学,华南理工大学,114,136,133,95,63,95,95,76,62,浙江,2016,616,636
中国人民解放军陆军军医大学,遵义医科大学,101,144,134,56,89,51,46,53,37,河南,2023,515,575
广州铁路职业技术学院,沈阳城市学院,89,40,78,85,43,49,82,54,65,北京,2023,408,384
重庆工程学院,成都银杏酒店管理学院,98,52,143,30,40,56,58,31,39,湖北,2016,421,419
华南理工大学,苏州科技大学,125,114,131,60,100,84,63,31,44,宁夏,2021,508,614
湖南大学,西南石油大学,108,143,116,40,95,90,82,42,39,安徽,2018,530,592
遵义医科大学,深圳技术大学,87,119,83,52,87,87,86,92,82,河南,2024,549,515
成都东软学院,广西外国语学院,119,101,49,53,50,79,36,50,62,福建,2021,417,451
哈尔滨工业大学（威海）,中国传媒大学,147,141,109,73,86,74,74,68,63,湖北,2021,602,630
安阳师范学院,湖南大学,122,132,108,48,34,37,73,65,94,新疆,2021,594,481
贵阳学院,湖北第二师范学院,146,60,49,83,37,90,68,72,91,湖北,2023,486,465
桂林医学院,四川外国语大学,90,97,50,83,81,93,82,54,90,广东,2020,463,494
广东医科大学,中国石油大学（北京）,90,112,139,57,75,59,91,73,60,山东,2017,565,532
